"site","region","apn","product","part_description","sto_class","min_level","supplier_lead_time","expected_daily_rate","actual_daily_rate","consumed_180d","actual_vs_expected_ratio"
"SHV1","NA","C-3707","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","12.0","0.0",,,
"SHV1","NA","C-3711","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","12.0","0.0","0.0","0.0",
"SHV1","NA","C-3713","EcoPac","PIN  D 5X 50 SP6325 TEMPERATA","02 MED","2.0","12.0","0.1667",,,
"SHV1","NA","C-3714","EcoPac","SPRING  VL VERDE DI-8 DE-16 L-25","01 HIGH","1.0","12.0","0.0833",,,
"SHV1","NA","C-3715","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","12.0","0.0","0.0111","2.0",
"SHV1","NA","C-3721","EcoPac","SHAFT-HUB CONNECTION RCK61 14X26","01 HIGH","0.0","12.0","0.0",,,
"SHV1","NA","C-3729","EcoPac","FUSE  LPJ-40SP 40A CLASS J TIME DELAY","01 HIGH","2.0","12.0","0.1667",,,
"SHV1","NA","C-3730","EcoPac","SENSOR KI-3250NFPKG M12 4P M","02 MED","0.0","12.0","0.0","0.0056","1.0",
"SHV1","NA","C-3731","EcoPac","VALVE  OS-1/8""-B   SELETTRICE","01 HIGH","0.0","12.0","0.0",,,
"SHV1","NA","C-3740","EcoPac","FUSE,CLASS CC,600 VOLTS,15 AMPS","02 MED","1.0",,,"0.0","0.0",
"SHV1","NA","C-3741","EcoPac","ROD  520X32X4.5","03 LOW","0.0","12.0","0.0",,,
"SHV1","NA","C-3742","EcoPac","RUBBER ROLLER  D55X60    D42","01 HIGH","1.0","12.0","0.0833",,,
"SHV1","NA","C-3745","EcoPac","SHAFT D 25X1472","01 HIGH","0.0","12.0","0.0","0.0","0.0",
"SHV1","NA","C-3746","EcoPac","SHAFT D 25X1364","01 HIGH","0.0","12.0","0.0","0.0","0.0",
"SHV1","NA","C-3747","EcoPac","RUBBER ROLLER  D65X550    D34","01 HIGH","1.0","12.0","0.0833",,,
"SHV1","NA","C-3748","EcoPac","SHAFT D 20X1349","01 HIGH","0.0","12.0","0.0",,,
"SHV1","NA","C-3749","EcoPac","STAKE D 6 X26","02 MED","0.0","12.0","0.0",,,
"SHV1","NA","C-3751","EcoPac","RUBBER ROLLER  D118X60    D50","01 HIGH","1.0","12.0","0.0833",,,
"SHV1","NA","C-3758","EcoPac","ROLLER D70X119 D35","01 HIGH","1.0","12.0","0.0833",,,
"SHV1","NA","C-3760","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","0.0","12.0","0.0",,,
"SHV1","NA","C-3761","EcoPac","RUBBER ROLLER  D55X390    D25","01 HIGH","2.0","12.0","0.1667",,,
"SHV1","NA","C-3762","EcoPac","ROLLER D53X60 D25","01 HIGH","1.0","12.0","0.0833",,,
"SHV1","NA","C-3764","EcoPac","SHARE  173X42X6","02 MED","2.0","12.0","0.1667",,,
"SHV1","NA","C-3765","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","12.0","0.0","0.0056","1.0",
"SHV1","NA","C-3766","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","12.0","0.0","0.0222","4.0",
"SHV1","NA","C-3767","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","12.0","0.0",,,
"SHV1","NA","C-3768","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","12.0","0.0",,,
"SHV1","NA","C-3769","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","12.0","0.0",,,
"SHV1","NA","C-3770","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","12.0","0.0",,,
"SHV1","NA","C-3772","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","12.0","0.0","0.0111","2.0",
"SHV1","NA","C-3773","EcoPac","TOOTHED BELT L-2175 5M-25 HTD","01 HIGH","0.0","12.0","0.0","0.0","0.0",
"SHV1","NA","C-3779","EcoPac","SHAFT D 25X696","01 HIGH","1.0","12.0","0.0833",,,
"SHV1","NA","C-3783","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","12.0","0.0","0.0222","4.0",
"SHV1","NA","C-3785","EcoPac","PLATE 114X60,2X26","01 HIGH","0.0","12.0","0.0",,,
"SHV1","NA","C-3786","EcoPac","SPRING-LOADED PRESSER KIT","02 MED","0.0","12.0","0.0","0.0056","1.0",
"SHV1","NA","C-3787","EcoPac","SPRING-LOADED PRESSER KIT GREEN SPRING","02 MED","0.0","12.0","0.0","0.0056","1.0",
"SHV1","NA","C-3790","EcoPac","SINGLE CORDINATOR KIT","02 MED","0.0","12.0","0.0","0.0056","1.0",
"SHV1","NA","C-3793","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","12.0","0.0","0.0","0.0",
"SHV1","NA","C-3794","EcoPac","SHAFT D 25X1370","01 HIGH","0.0","12.0","0.0",,,
"SHV1","NA","C-3816","EcoPac","SENSOR LASER ANALOGIC LR-TB5000C","02 MED","0.0","12.0","0.0","0.0056","1.0",
"SHV1","NA","C-3817","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","12.0","0.0","0.0056","1.0",
"SHV1","NA","C-3819","EcoPac","POWER SUP. 24VDC/12,5A 1F 300W","01 HIGH","0.0","12.0","0.0",,,
"SHV1","NA","C-3820","EcoPac","PLC OTP MOD 8 24VDC","01 HIGH","0.0","12.0","0.0",,,
"SHV1","NA","C-3822","EcoPac","VALVE VTUG-14-VRAP-B1T-Q12-U-Q8S-KK6AL+TV","01 HIGH","0.0","12.0","0.0","0.0056","1.0",
"SHV1","NA","C-3823","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","2.0","12.0","0.1667",,,
"SHV1","NA","C-3824","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","12.0","0.0","0.0056","1.0",
"SHV1","NA","C-3825","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","1.0","12.0","0.0833",,,
"SHV1","NA","C-3828","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","12.0","0.0",,,
"SHV1","NA","C-3829","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","12.0","0.0",,,
"SHV1","NA","C-3832","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","12.0","0.0","0.0167","3.0",
"SHV1","NA","C-3833","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","1.0","12.0","0.0833",,,
"SHV1","NA","C-3836","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","12.0","0.0","0.0056","1.0",
"SHV1","NA","C-3837","EcoPac","VALVE UNIT DFM 16-20","01 HIGH","0.0","12.0","0.0",,,
"SHV1","NA","C-3838","EcoPac","SHAFT D 25X1455","01 HIGH","1.0","12.0","0.0833",,,
"SHV1","NA","C-3839","EcoPac","ROLLER D80X110 D42","01 HIGH","2.0","12.0","0.1667",,,
"SHV1","NA","C-3840","EcoPac","ROLLER D80X260 D50","01 HIGH","0.0","12.0","0.0",,,
"SHV1","NA","C-3844","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","12.0","0.0","0.0222","4.0",
"SHV1","NA","C-3848","EcoPac","READING BAR KIT INDUCT ECOPAC","01 HIGH","2.0","12.0","0.1667",,,
"SHV1","NA","C-3857","EcoPac","TOOTHED BELT 480 8M-30 HTD","01 HIGH","0.0","12.0","0.0","0.0056","1.0",
"SHV1","NA","C-3858","EcoPac","SHAFT D 30X1220","01 HIGH","1.0","12.0","0.0833",,,
"SHV1","NA","C-3860","EcoPac","RULLO D70X495    D35","01 HIGH","0.0","12.0","0.0","0.0","0.0",
"SHV1","NA","C-3861","EcoPac","SHAFT D 25X52","02 MED","0.0","12.0","0.0",,,
"SHV1","NA","C-3862","EcoPac","SHAFT D 35X72","01 HIGH","1.0","12.0","0.0833",,,
"SHV1","NA","C-3863","EcoPac","SHAFT D 35X206","01 HIGH","0.0","12.0","0.0",,,
"SHV1","NA","N18792","URL","VLV AIR SOL DBL 2POS MTL SEAL","02 MED","1.0","42.0","0.0238",,,
"SHV1","NA","N24349","URL","Zebra, Kit Drive Gears for Ribbon Spindles ZE500 Series","02 MED","2.0","42.0","0.0476",,,
"SHV1","NA","N24364","URL","Zebra, Kit Ribbon Spindles ZE500-4 RH & LH","02 MED","2.0","42.0","0.0476",,,
"SHV1","NA","N27503","URL","RED DGE 23Q20L14","02 MED","1.0","42.0","0.0238",,,
"SHV1","NA","N36439Z","URL","MOULDED CIRCUIT BREAKER","02 MED","1.0","28.0","0.0357",,,
"SHV1","NA","N36607","URL","SET CLLR 1-3/8 B SPLT 2P","02 MED","2.0","42.0","0.0476",,,
"SHV1","NA","N38334","EcoPac","SAFETY D/O MODULE, POINT I/O, 24VDC, 8PTS","02 MED","1.0","21.0","0.0476",,,
"SHV1","NA","N40126","URL","Holder for cylindrical fuse ø10x38mm 1p+N 32A 690V","02 MED","1.0",,,,,
"SHV1","NA","N42309","URL","FUSE, TIME DELAY, 8 AMP, CLASS CC, 200kA, SCCR@600V","01 HIGH","2.0","35.0","0.0571",,,
"SHV1","NA","N44133","EcoPac","TAPER LOCK RCK80 12X18","01 HIGH","0.0","15.0","0.0","0.0056","1.0",
"SHV1","NA","N53964","USP","NEBV-S1G25-K-10-N-LE25-S6 CONNECTING CABLE","02 MED","2.0","37.0","0.0541",,,
"SHV1","NA","N54024","USP","TAPER-LOCK BUSHING, 1610 22MM BORE","02 MED","2.0","35.0","0.0571",,,
"SMF1","NA","103691","EcoPac","roll ø50x1,5 gravity","03 LOW","2.0",,,,,
"SMF1","NA","1070075","EcoPac","ZEBRA, P1112750-010, PRINTHEAD ASSEMBLY, 300 DPI, LH/RH","01 HIGH","0.0","88.0","0.0",,,
"SMF1","NA","3192291","EcoPac","POINT I/O COMM ADAPTER","02 MED","1.0","60.0","0.0167",,,
"SMF1","NA","C-1350","EcoPac","SUCTION CUP V 25/CS SILICON","03 LOW","2.0","14.0","0.1429",,,
"SYR1","NA","1001191","USP","VPL-B1003F-PJ12AA SERVO MOTOR","02 MED","0.0","21.0","0.0","0.0167","3.0",
"SYR1","NA","1002613","USP","VALVE, CHECK VALVE,ASSEMBLY:FLOW CONTROL W/ PILOT CHECK VALVE 1/4 TUBE WITH1/8 T","01 HIGH","3.0","16.0","0.1875",,,
"SYR1","NA","10086","USP","WASHER: CAPTURE CTM PM-FANU30375","03 LOW","1.0","20.0","0.05",,,
"SYR1","NA","10087","USP","THREADED INSERT CTM C-PM-INS1010","03 LOW","2.0","20.0","0.1",,,
"SYR1","NA","10090","USP","Shoulder Screw,18-8 Stainless Steel,3/8"""" Shoulder Dia., 1"""" Shoulder Length,5/16-18 Thread,PK2","03 LOW","1.0","21.0","0.0476",,,
"SYR1","NA","10095","USP","FLANGED BUSHING","03 LOW","1.0",,,,,
"SYR1","NA","10096","USP","WASHER: THRUST, BRONZE","02 MED","1.0","20.0","0.05",,,
"SYR1","NA","10191","USP","THRUST BALL BEARING, 3/4"" ID X 1-5/16"" OD X 9/32"" HT., STEEL","01 HIGH","2.0","35.0","0.0571",,,
"SYR1","NA","1061526","USP","SERVO DRVE AMP JR_AUTO JR0000549642","02 MED","0.0",,,"0.0222","4.0",
"SYR1","NA","11082","USP","SMART PACK FILTER REPLACEMENT  (PID)","03 LOW","1.0","20.0","0.05",,,
"SYR1","NA","1113249","USP","URGU48R1-04090N","02 MED","1.0","8.0","0.125",,,
"SYR1","NA","11147","USP","VHI425A-GV W/ GV4G6","01 HIGH","2.0","29.0","0.069",,,
"SYR1","NA","1116318","USP","ULTRASONIC SENSOR, PICO+","02 MED","1.0","21.0","0.0476",,,
"SYR1","NA","14325","USP","WIRING TOOL required for insertion/extraction @ terminal strip","02 MED","1.0","20.0","0.05",,,
"SYR1","NA","23103","USP","Time Delay, Cylindrical, Fuse, GDC Series, 250VAC, Indicating (5 PK)","03 LOW","1.0","8.0","0.125",,,
"SYR1","NA","3015434","USP","SWIVEL GRIPPER HEAD","01 HIGH","1.0","21.0","0.0476",,,
"SYR1","NA","3022931","USP","MALE INSERT 5 PIN","01 HIGH","1.0","66.0","0.0152",,,
"SYR1","NA","3022932","USP","SENSOR FLAG PIN, USP TRIGGER GATE","01 HIGH","1.0","108.0","0.0093",,,
"SYR1","NA","3022933","USP","STANDARD HOOD TOP ENTRY","01 HIGH","1.0","38.0","0.0263",,,
"SYR1","NA","3022935","USP","M8 LOCK WASHERS (OR BLACK OXIDE EQUIVALENT)","01 HIGH","1.0","24.0","0.0417",,,
"SYR1","NA","3022938","USP","CAPTIVE SCREW RETAINER","01 HIGH","2.0","21.0","0.0952",,,
"SYR1","NA","3022940","USP","VERTICAL JAW CABLE MANAGEMENT BACKING PLATE","01 HIGH","1.0","38.0","0.0263",,,
"SYR1","NA","3022942","USP","CLAMP, LOOP NYLON 7/8"" X 1 1/2","01 HIGH","1.0","21.0","0.0476",,,
"SYR1","NA","3022943","USP","HORIZONTAL REAR, POWERSONIC MATED M12 + LBO3K","01 HIGH","0.0","70.0","0.0",,,
"SYR1","NA","3022944","USP","CAPTIVE GUARDING SCREWS","01 HIGH","2.0","24.0","0.0833",,,
"SYR1","NA","3022945","USP","VERTICAL BOTTOM LOAD CELL","01 HIGH","0.0","70.0","0.0","0.0056","1.0",
"SYR1","NA","3022947","USP","HORIZONTAL JAW CABLE MANAGEMENT BACKING PLATE","01 HIGH","1.0","38.0","0.0263",,,
"SYR1","NA","3022948","USP","FLAT HEAD SOCKET CAP SCREW","01 HIGH","1.0","24.0","0.0417",,,
"SYR1","NA","3022949","USP","MCMASTER ZIP TIE MOUNT","01 HIGH","3.0","24.0","0.125",,,
"SYR1","NA","3022950","USP","HORIZONTAL FRONT, POWERSONIC MATED M12 + LBO3K","01 HIGH","0.0","70.0","0.0",,,
"SYR1","NA","3022951","USP","RTD, PT100, DIA 3MM, L 18MM, 3","01 HIGH","1.0","38.0","0.0263",,,
"SYR1","NA","3022952","USP","GALVANIZED STEEL , EPDM CUSHIO","01 HIGH","1.0","24.0","0.0417",,,
"SYR1","NA","3022953","USP","GUARDING T-BLOCK","01 HIGH","2.0","24.0","0.0833",,,
"SYR1","NA","3022956","USP","ROTATED CABLE EXIT VERTICAL LOAD CELL HOLDER BLOCK","01 HIGH","2.0","108.0","0.0185",,,
"SYR1","NA","3022957","USP","WASHER, M5, SST","01 HIGH","1.0","24.0","0.0417",,,
"SYR1","NA","3022958","USP","DIVERT PLATE, TOP","01 HIGH","0.0","94.0","0.0",,,
"SYR1","NA","3022959","USP","SHOULDER BOLT, 12MMX40MM, M10","01 HIGH","2.0","42.0","0.0476",,,
"SYR1","NA","3022961","USP","FRONT PLATE","01 HIGH","1.0","94.0","0.0106",,,
"SYR1","NA","3022962","USP","DIVERT PLATE, LEFT","01 HIGH","0.0","30.0","0.0",,,
"SYR1","NA","3022964","USP","DIVERT PLATE, REJECT COVER","01 HIGH","1.0","94.0","0.0106",,,
"SYR1","NA","3022967","USP","ZIP TIES, STANDARD","01 HIGH","1.0","24.0","0.0417",,,
"SYR1","NA","3022969","USP","VERTICAL CARTRIDGE HEATER","01 HIGH","1.0","66.0","0.0152",,,
"SYR1","NA","3022970","USP","CUTTING KNIFE ASSEMBLY","01 HIGH","0.0","108.0","0.0","0.0222","4.0",
"SYR1","NA","3022977","USP","GUIDED PNUEMATIC CYLINDER DFM-16-125-B-PPV-A-KF","01 HIGH","1.0","25.0","0.04",,,
"SYR1","NA","3022981","USP","UNDER JAW BULK HEAD PLATE","01 HIGH","1.0","108.0","0.0093",,,
"SYR1","NA","3022984","USP","8MM X 14MM LOW SOCKET HEAD MACHINE SCREWS (OR BLACK OXIDE EQUIVALENT)","01 HIGH","1.0","24.0","0.0417",,,
"SYR1","NA","3022985","USP","ROTATED CABLE EXIT HORIZONTAL LOAD CELL HOLDER BLOCK","01 HIGH","1.0","24.0","0.0417",,,
"SYR1","NA","3029777","USP","Ring, Centering sleeve ZBH-7-B","01 HIGH","1.0","28.0","0.0357",,,
"SYR1","NA","3029778","USP","CABLE, NIP ROLLER MOTOR SERVO","01 HIGH","0.0","70.0","0.0",,,
"SYR1","NA","3032133","USP","COMPRESSION SPRING T=1.4 OD=20 ID=17","01 HIGH","1.0","28.0","0.0357",,,
"SYR1","NA","3033957","USP","Ring, Centering sleeve ZBH-5-B","01 HIGH","1.0","28.0","0.0357",,,
"SYR1","NA","3037848","USP","LEFT VER HEATER CABLE ASSY","01 HIGH","1.0","108.0","0.0093",,,
"SYR1","NA","3037849","USP","RIGHT VER HEATER CABLE ASSY","01 HIGH","1.0","108.0","0.0093",,,
"SYR1","NA","3037850","USP","ZIP TIES, STANDARD","01 HIGH","0.0","24.0","0.0",,,
"SYR1","NA","3037851","USP","ALTERNATE PLASTIC P-CLIP (MUST DRILL MOUNTING HOLE TO M6)","01 HIGH","1.0","24.0","0.0417",,,
"SYR1","NA","3037852","USP","LEFT HOR HEATER CABLE ASSY","01 HIGH","1.0","108.0","0.0093",,,
"SYR1","NA","3043376","USP","ZLD18-BFZ4B8 SIMPLE SENSE","01 HIGH","1.0","42.0","0.0238",,,
"SYR1","NA","3043407","USP","SICK IME2S Series Non-Flush Inductive Non-Contact Safety Switch, 24V dc, Nickel Plated Brass Housing, 2NO, M12","01 HIGH","1.0","42.0","0.0238",,,
"SYR1","NA","3043436","USP","Kinetix 5700 Servo Drive","02 MED","0.0","21.0","0.0",,,
"SYR1","NA","3466127","USP","SCANNER,BARCODE:DM363 SMARTPACK PRESENTATION READER","01 HIGH","1.0","14.0","0.0714",,,
"SYR1","NA","3466132","USP","PNUEMATIC FITTING","01 HIGH","1.0","21.0","0.0476",,,
"SYR1","NA","3466134","USP","ROLLING BEARING  61802-2RS1","01 HIGH","2.0","4.0","0.5",,,
"SYR1","NA","3466138","USP","VERTICAL VPL SERIES, FRAME SIZE 100MM, T WINDING, RATED SPEED 7200-80","01 HIGH","1.0","21.0","0.0476",,,
"SYR1","NA","3466144","USP","SERVO DRIVE","01 HIGH","1.0","21.0","0.0476",,,
"SYR1","NA","3466145","USP","RIGHT HORIZONTAL SEAL BAR ASSY","01 HIGH","0.0","21.0","0.0",,,
"SYR1","NA","3466147","USP","COMPACT CYLINDER ADN-32-25-I-P-A-S2","01 HIGH","2.0","21.0","0.0952",,,
"SYR1","NA","3466149","USP","PIVOT BLOCK","01 HIGH","2.0","14.0","0.1429",,,
"SYR1","NA","3466152","USP","SENSOR MOUNT","01 HIGH","1.0","21.0","0.0476",,,
"SYR1","NA","3466153","USP","RIGHT VERTICAL SEAL BAR ASSY","01 HIGH","0.0","21.0","0.0",,,
"SYR1","NA","3466158","USP","SPRING PLUNGER, BALL-NOSE HARD","01 HIGH","2.0","4.0","0.5",,,
"SYR1","NA","3466191","USP","ROD COUPLER, M10X1.25, STEEL (","01 HIGH","1.0","21.0","0.0476",,,
"SYR1","NA","3466204","USP","M8X1.25 X 16 MM LG, STROKE 1.5MM, MAX TEMP. 250C, THREAD-LOCKING, CERAMIC BALL","01 HIGH","2.0","4.0","0.5",,,
"SYR1","NA","3466208","USP","BEARING SPACER; INNER; 20 ID X 27 OD X 5 THICK","01 HIGH","2.0","28.0","0.0714",,,
"SYR1","NA","3466243","USP","LEFT HORIZONTAL SEAL BAR ASSY","01 HIGH","0.0","21.0","0.0","0.0056","1.0",
"SYR1","NA","3466247","USP","KINETIX VP MOTOR CABLE","01 HIGH","1.0","21.0","0.0476",,,
"SYR1","NA","3466251","USP","PIVOT BLOCK - LEFT HORIZONTAL","01 HIGH","1.0","21.0","0.0476",,,
"SYR1","NA","3466258","USP","LEFT VERTICAL SEAL BAR ASSY","01 HIGH","0.0","21.0","0.0",,,
"SYR1","NA","3466261","USP","SHANK THREAD SIZE(M10X1.25), ID 10MM, JAW OPENING W 10MM,","01 HIGH","2.0","3.0","0.6667",,,
"SYR1","NA","3546294","USP","Kinetix VP Motor Cable, 4m","01 HIGH","0.0","90.0","0.0",,,
"SYR1","NA","49225","USP","HEX HEAD CAP SCREW  CTM PM-FAHHSS50557","02 MED","1.0","20.0","0.05",,,
"SYR1","NA","76580","USP","PROGRAMMED MAPLE DISPLAY UNIT FOR 3600A APPLICATOR","02 MED","0.0",,,,,
"SYR1","NA","816958","USP","IN-SIGHT STD. POWER & I/O BREAKOUT CABLE, 5M (15')","02 MED","0.0","35.0","0.0","0.0333","6.0",
"SYR1","NA","94998","USP","CYLINDER, ISO, PROX, X100MM, DA, MAG C03","02 MED","0.0","49.0","0.0",,,
"SYR1","NA","N45907","USP","Valve flow control one way","02 MED","1.0","21.0","0.0476",,,
"SYR1","NA","N53951","USP","RADIAL BALL BEARING","01 HIGH","3.0","28.0","0.1071",,,
"SYR1","NA","N53964","USP","NEBV-S1G25-K-10-N-LE25-S6 CONNECTING CABLE","02 MED","1.0","21.0","0.0476",,,
"SYR1","NA","N53990","USP","LINEAR RAIL","02 MED","1.0","21.0","0.0476",,,
"SYR1","NA","N54020","USP","STOPPER BOLT, M6X1.0, L 20MM, WITH HEX SOCKET TIP, STRAIGHT TYPE, BUMPER URETHAN","02 MED","1.0",,,,,
"SYR1","NA","N54024","USP","TAPER-LOCK BUSHING, 1610 22MM BORE","02 MED","1.0","21.0","0.0476",,,
"TLH2","NA","1001191","USP","VPL-B1003F-PJ12AA SERVO MOTOR","01 HIGH","0.0","21.0","0.0","0.0","0.0",
"TLH2","NA","1001803","USP","Switch, Auxiliary, Supplementary Protector Accessory","02 MED","1.0","49.0","0.0204",,,
"TLH2","NA","10043","USP","PLC, CONTROLLER,PROGRAMMABLE:2-1/2 INHT,3-1/2 INWD,1-1/2 INDP,24 V DCVOLT,2.6 MACURRE","03 LOW","1.0","21.0","0.0476",,,
"TLH2","NA","1004322","USP","PUSHBUTTON METAL LATCH","03 LOW","1.0","21.0","0.0476",,,
"TLH2","NA","10076","USP","UNWIND DANCER ARM UNWIND SPRING","02 MED","1.0","21.0","0.0476",,,
"TLH2","NA","10086","USP","WASHER: CAPTURE CTM PM-FANU30375","02 MED","2.0","25.0","0.08",,,
"TLH2","NA","10087","USP","THREADED INSERT CTM C-PM-INS1010","03 LOW","1.0","14.0","0.0714",,,
"TLH2","NA","10090","USP","Shoulder Screw,18-8 Stainless Steel,3/8"""" Shoulder Dia., 1"""" Shoulder Length,5/16-18 Thread,PK2","03 LOW","1.0","24.0","0.0417",,,
"TLH2","NA","10095","USP","FLANGED BUSHING","02 MED","1.0","21.0","0.0476",,,
"TLH2","NA","10096","USP","WASHER: THRUST, BRONZE","03 LOW","1.0","34.0","0.0294",,,
"TLH2","NA","10105","USP","SPRING: REWIND CLUTCH, MED DUTY, .97OD X .080 WIRE DIA","02 MED","1.0","28.0","0.0357",,,
"TLH2","NA","104735","USP","SENSOR CABLE","01 HIGH","0.0","21.0","0.0",,,
"TLH2","NA","1061526","USP","SERVO DRVE AMP JR_AUTO JR0000549642","02 MED","1.0","35.0","0.0286",,,
"TLH2","NA","1063086","USP","SWITCH 2VDC PNP 0.5M LEAD M8 C","02 MED","1.0","23.0","0.0435",,,
"TLH2","NA","1069554","USP","POWER IO CABLE M12 FOR COGNEX CONN MODULE W DB9","02 MED","1.0","21.0","0.0476",,,
"TLH2","NA","1071515","USP","Radial/Deep Groove Ball Bearing - Round Bore, 25 mm ID, 42 mm OD, 9 mm Width, Double Shielded, Internal Clearance","01 HIGH","1.0","14.0","0.0714",,,
"TLH2","NA","1113249","USP","URGU48R1-04090N","02 MED","1.0",,,,,
"TLH2","NA","11147","USP","VHI425A-GV W/ GV4G6","02 MED","2.0","70.0","0.0286",,,
"TLH2","NA","1116318","USP","ULTRASONIC SENSOR, PICO+","02 MED","1.0","56.0","0.0179",,,
"TLH2","NA","1124355","USP","FIXED DRAW ROLLER, SMART PAC","03 LOW","1.0","33.0","0.0303",,,
"TLH2","NA","1124729","USP","Pan and Tilt Camera Mount PTU-BE","01 HIGH","0.0","38.0","0.0",,,
"TLH2","NA","11409","USP","TAMPA","03 LOW","2.0","17.0","0.1176",,,
"TLH2","NA","11424","USP","UNWIND BRAKE BAND CTM PM-BB1030","01 HIGH","2.0","17.0","0.1176",,,
"TLH2","NA","11519","USP","Zebra Kit Maint Door Open Swch RH/LH","02 MED","2.0","28.0","0.0714",,,
"TLH2","NA","14325","USP","WIRING TOOL required for insertion/extraction @ terminal strip","03 LOW","2.0","35.0","0.0571",,,
"TLH2","NA","19978","USP","TIME DELAY FUSE, 30A, CLASS J, 300KA, 600VAC","02 MED","1.0","21.0","0.0476",,,
"TLH2","NA","23103","USP","Time Delay, Cylindrical, Fuse, GDC Series, 250VAC, Indicating (5 PK)","03 LOW","1.0","17.0","0.0588",,,
"TLH2","NA","3022935","USP","M8 LOCK WASHERS (OR BLACK OXIDE EQUIVALENT)","01 HIGH","0.0","24.0","0.0",,,
"TLH2","NA","3022941","USP","VERTICAL TOP, POWERSONIC MATED M12 + LBO2K","01 HIGH","1.0","70.0","0.0143",,,
"TLH2","NA","3022942","USP","CLAMP, LOOP NYLON 7/8"" X 1 1/2","01 HIGH","0.0","21.0","0.0",,,
"TLH2","NA","3022944","USP","CAPTIVE GUARDING SCREWS","01 HIGH","3.0","24.0","0.125",,,
"TLH2","NA","3022945","USP","VERTICAL BOTTOM LOAD CELL","01 HIGH","1.0","70.0","0.0143",,,
"TLH2","NA","3022951","USP","RTD, PT100, DIA 3MM, L 18MM, 3","01 HIGH","0.0","38.0","0.0",,,
"TLH2","NA","3022952","USP","GALVANIZED STEEL , EPDM CUSHIO","01 HIGH","0.0","24.0","0.0",,,
"TLH2","NA","3022953","USP","GUARDING T-BLOCK","01 HIGH","3.0","24.0","0.125",,,
"TLH2","NA","3022961","USP","FRONT PLATE","01 HIGH","0.0","94.0","0.0",,,
"TLH2","NA","3022964","USP","DIVERT PLATE, REJECT COVER","01 HIGH","0.0","94.0","0.0",,,
"TLH2","NA","3022967","USP","ZIP TIES, STANDARD","01 HIGH","0.0","24.0","0.0",,,
"TLH2","NA","3022970","USP","CUTTING KNIFE ASSEMBLY","01 HIGH","4.0","108.0","0.037",,,
"TLH2","NA","3022971","USP","FAST CONNECTION-PEG","01 HIGH","0.0","24.0","0.0",,,
"TLH2","NA","3022977","USP","GUIDED PNUEMATIC CYLINDER DFM-16-125-B-PPV-A-KF","01 HIGH","0.0","25.0","0.0",,,
"TLH2","NA","3022978","USP","LIDAR SENSOR PICS150-01000 core 1","01 HIGH","0.0","95.0","0.0",,,
"TLH2","NA","3022981","USP","UNDER JAW BULK HEAD PLATE","01 HIGH","0.0","108.0","0.0",,,
"TLH2","NA","3022982","USP","LEFT ISOLATOR PLATE","01 HIGH","2.0","70.0","0.0286",,,
"TLH2","NA","3022983","USP","RIGHT ISOLATOR PLATE","01 HIGH","2.0","70.0","0.0286",,,
"TLH2","NA","3025738","USP","COATED 9"" FOUR HOLE AIR ASSIST TUBE - MP-211-2230-9","02 MED","1.0","21.0","0.0476",,,
"TLH2","NA","3029777","USP","Ring, Centering sleeve ZBH-7-B","01 HIGH","1.0","28.0","0.0357",,,
"TLH2","NA","3029778","USP","CABLE, NIP ROLLER MOTOR SERVO","01 HIGH","0.0","70.0","0.0",,,
"TLH2","NA","3031139","USP","RIGHT HORIZONTAL HEATER CABLE","01 HIGH","0.0","21.0","0.0",,,
"TLH2","NA","3032133","USP","COMPRESSION SPRING T=1.4 OD=20 ID=17","01 HIGH","2.0","28.0","0.0714",,,
