"site","region","apn","product","part_description","sto_class","consumed_30d","consumed_60d","consumed_90d","consumed_150d","consumed_all","rate_30d","rate_60d","rate_90d","rate_150d","days_with_consumption_150d"
"SHV1","NA","3516118","URL","UNWIND UNIT SPRINGS MT910532SP","02 MED","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0067","1"
"SHV1","NA","3524194","EcoPac","STRAP D  5MM   POLYCORD","01 HIGH","4.0","4.0","4.0","4.0","8.0","0.1333","0.0667","0.0444","0.0267","1"
"SHV1","NA","3524277","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","2.0","2.0","2.0","2.0","11.0","0.0667","0.0333","0.0222","0.0133","1"
"SHV1","NA","3524279","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","9.0","9.0","9.0","10.0","37.0","0.3","0.15","0.1","0.0667","2"
"SHV1","NA","3524374","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","3524417","EcoPac","VALVOLA VHEF-ES-B52-G18","02 MED","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"SHV1","NA","3524442","EcoPac","VALVOLA OBLIQUA  VZXF-L-M22C-M-A","02 MED","3.0","3.0","3.0","3.0","3.0","0.1","0.05","0.0333","0.02","1"
"SHV1","NA","3524502","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","0.0","0.0","0.0","0.0","8.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","3524503","EcoPac","STAFFA 101X15X15","01 HIGH","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"SHV1","NA","3524548","EcoPac","STOP 200X18X8","01 HIGH","2.0","2.0","6.0","6.0","10.0","0.0667","0.0333","0.0667","0.04","2"
"SHV1","NA","3524549","EcoPac","STOP 48.5X18X9","01 HIGH","0.0","0.0","4.0","4.0","32.0","0.0","0.0","0.0444","0.0267","1"
"SHV1","NA","3524550","EcoPac","STOP 211.5X18X8","01 HIGH","1.0","1.0","5.0","5.0","9.0","0.0333","0.0167","0.0556","0.0333","2"
"SHV1","NA","3524569","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","3.0","3.0","3.0","3.0","3.0","0.1","0.05","0.0333","0.02","1"
"SHV1","NA","3524582","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","2.0","2.0","2.0","2.0","6.0","0.0667","0.0333","0.0222","0.0133","1"
"SHV1","NA","3546294","USP","Kinetix VP Motor Cable, 4m","02 MED","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"SHV1","NA","44819","URL","TN2511 ELECTRONIC TEMPERATURE SENSOR","01 HIGH","10.0","10.0","10.0","20.0","20.0","0.3333","0.1667","0.1111","0.1333","2"
"SHV1","NA","47016","URL","FLANGE BEARING, 2-HOLE, 1-7/16"" BORE","02 MED","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","48192","URL","WASHER, M10 SPRING LOCK INTRALOX DPP-0146630","01 HIGH","8.0","8.0","8.0","8.0","32.0","0.2667","0.1333","0.0889","0.0533","2"
"SHV1","NA","49344","USP","Zebra ZE52163-R010000Z Print Engine","02 MED","0.0","0.0","1.0","2.0","23.0","0.0","0.0","0.0111","0.0133","2"
"SHV1","NA","49345","USP","ZEBRA AIT PART KIT PRINTHEAD 300 DPI ZE521 RH & LH","02 MED","1.0","3.0","4.0","9.0","17.0","0.0333","0.05","0.0444","0.06","10"
"SHV1","NA","49346","USP","ZEBRA AIT PART KIT PLATEN, PINCH, & PEEL ROLLERS ZE521 RH & LH","02 MED","0.0","2.0","3.0","3.0","18.0","0.0","0.0333","0.0333","0.02","2"
"SHV1","NA","57792","URL","SPRKT,40 CH,20T,7/8""""FIN BORE","02 MED","0.0","0.0","0.0","0.0","25.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","61591","USP","TUBE FITTING, M5 TO 4MM","02 MED","9.0","10.0","10.0","10.0","20.0","0.3","0.1667","0.1111","0.0667","3"
"SHV1","NA","69833","URL","INPUT TERMINAL-WAGO TYPE 750-430 FOR PLC10 SATELLITE PANEL","02 MED","7.0","7.0","7.0","7.0","14.0","0.2333","0.1167","0.0778","0.0467","1"
"SHV1","NA","69834","URL","OUTPUT TERMINAL-WAGO TYPE 750-530 FOR PLC10 SATELLITE PANEL","02 MED","7.0","7.0","7.0","7.0","14.0","0.2333","0.1167","0.0778","0.0467","1"
"SHV1","NA","71920","URL","SMC - KQ2P-11, FITTING, 3/8""","02 MED","0.0","0.0","0.0","0.0","7.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","72899","URL","Zebra - P1046696-146, Extended Life Drive Belts","01 HIGH","11.0","11.0","11.0","11.0","20.0","0.3667","0.1833","0.1222","0.0733","1"
"SHV1","NA","72902","USP","kit,motor assy, high speed...","02 MED","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"SHV1","NA","76186","URL","UL1489, CIRCUIT BREAKER, UL1489, 1-POLE, TRIP CURVE C, 277VAC, 48VDC, 40 AMP","02 MED","4.0","4.0","4.0","4.0","4.0","0.1333","0.0667","0.0444","0.0267","2"
"SHV1","NA","76546","URL","PUSH-IN FITTING ELBOW PISCO #PL1/4-01-1.8","02 MED","40.0","40.0","40.0","40.0","40.0","1.3333","0.6667","0.4444","0.2667","1"
"SHV1","NA","76580","USP","PROGRAMMED MAPLE DISPLAY UNIT FOR 3600A APPLICATOR","02 MED","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","79667","EcoPac","RSSB ID 36637-1-POINT I/O Dual Port Network Adaptor","02 MED","10.0","10.0","10.0","11.0","15.0","0.3333","0.1667","0.1111","0.0733","2"
"SHV1","NA","92775","URL","SERIES 7000 21"" X 5.85' (22 ROWS) TRANSVERSE ROLLER V3 GREY ACETAL WITH BLACK POLYURETHANE AND ORANGE WEAR RESISTANT ACETAL ROLLER AND WHITE NYLON AXLE BOXED BELT WITH NATURAL ABRASION RESISTANT RODS","02 MED","0.0","1.77","2.0","11.0","27.0","0.0","0.0295","0.0222","0.0733","4"
"SHV1","NA","97607","URL","UL 489 CIRCUIT BREAKER, 3A, 1 POLE, CURVE C, 10KAIC @ 480/277VAC","02 MED","0.0","0.0","0.0","0.0","6.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-1005","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","6.0","6.0","6.0","6.0","12.0","0.2","0.1","0.0667","0.04","1"
"SHV1","NA","C-1020","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","6.0","6.0","6.0","6.0","6.0","0.2","0.1","0.0667","0.04","1"
"SHV1","NA","C-1049","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","1.0","1.0","1.0","15.0","0.0","0.0167","0.0111","0.0067","2"
"SHV1","NA","C-1083","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","1.0","1.0","1.0","1.0","5.0","0.0333","0.0167","0.0111","0.0067","1"
"SHV1","NA","C-1087","EcoPac","YF8U14-050UA3XLEAX","01 HIGH","4.0","4.0","4.0","4.0","8.0","0.1333","0.0667","0.0444","0.0267","1"
"SHV1","NA","C-1105","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","6.0","6.0","6.0","6.0","12.0","0.2","0.1","0.0667","0.04","1"
"SHV1","NA","C-1158","EcoPac","TIME DELAY FUSE, AMP TRAP 2000® 10A, ATDR KLASSE CC","02 MED","0.0","0.0","0.0","0.0","12.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-1163","EcoPac","FUSE, DELAY CLASS CC 600V 4AMP","02 MED","0.0","0.0","0.0","0.0","22.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-1165","EcoPac","FUSE,CLASS CC,600 VOLTS,10 AMPS","02 MED","0.0","0.0","0.0","0.0","22.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-1167","EcoPac","FUSE,CLASS CC,600 VOLTS,6 AMPS","02 MED","0.0","0.0","0.0","0.0","44.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-1183","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","1.0","1.0","1.0","1.0","4.0","0.0333","0.0167","0.0111","0.0067","1"
"SHV1","NA","C-1204","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","1.0","1.0","1.0","1.0","2.0","0.0333","0.0167","0.0111","0.0067","3"
"SHV1","NA","C-1209","EcoPac","MOTOR 71B","01 HIGH","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-1217","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","0.0","0.0","0.0","10.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-1218","EcoPac","ND-PISTOLA MB2-BE00AIATTSSFP41-000000","01 HIGH","1.0","1.0","1.0","1.0","2.0","0.0333","0.0167","0.0111","0.0067","1"
"SHV1","NA","C-1232","EcoPac","SICK RAY26P-34162530A00 4P M12ST MONITORING HEIGHT 55MM, PRODUCT MIN 5MM (LIGHT","01 HIGH","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","2"
"SHV1","NA","C-1236","EcoPac","STRAP PLATE HTD 8M LARGH.30","01 HIGH","4.0","4.0","4.0","4.0","5.0","0.1333","0.0667","0.0444","0.0267","1"
"SHV1","NA","C-1260","EcoPac","RELE' MY4-US 24VDC 4 SCAMBI","01 HIGH","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"SHV1","NA","C-1261","EcoPac","SOLID STATE RELAY","02 MED","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","2"
"SHV1","NA","C-1262","EcoPac","RELE' PLC-RSC-24DC/21 1SC. + ZOCCOLO","01 HIGH","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","2"
"SHV1","NA","C-1304","EcoPac","SENSOR SMT-8M-A-PS-24V-E-0.3-N-M8D","01 HIGH","3.0","4.0","5.0","5.0","16.0","0.1","0.0667","0.0556","0.0333","4"
"SHV1","NA","C-1306","EcoPac","SOLENOID PLUG 5M PVC CABLE","02 MED","2.0","4.0","4.0","4.0","4.0","0.0667","0.0667","0.0444","0.0267","2"
"SHV1","NA","C-1342","EcoPac","SPRING D22X32 D3 N.7 SPIRE COMP","01 HIGH","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-1346","EcoPac","SPRING D35X17.5 D3.5 N.4 SPIRE TORS","01 HIGH","2.0","2.0","2.0","2.0","4.0","0.0667","0.0333","0.0222","0.0133","1"
"SHV1","NA","C-1350","EcoPac","SUCTION CUP V 25/CS SILICON","01 HIGH","0.0","0.0","0.0","0.0","654.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-1358","EcoPac","SUPPORT SUM  -10  H15  -M 6","01 HIGH","24.0","24.0","24.0","25.0","88.0","0.8","0.4","0.2667","0.1667","2"
"SHV1","NA","C-1364","EcoPac","TOOTHED BELT     5M-15 HTD METRAGGIO","01 HIGH","70.0","70.0","70.0","70.0","210.0","2.3333","1.1667","0.7778","0.4667","1"
"SHV1","NA","C-1365","EcoPac","TOOTHED BELT, 1M-25 HTD","01 HIGH","0.0","0.0","0.0","0.0","49.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-1372","EcoPac","TOOTHED BELT 720 8M-30 HTD","01 HIGH","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-1389","EcoPac","SOLENOID VALVE VUVS-L20-M52-AD-G18-F7-1C1","01 HIGH","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"SHV1","NA","C-1411","EcoPac","VITE M6X L126 DX","02 MED","0.0","0.0","0.0","0.0","20.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-1413","EcoPac","SUPPORT SFT 20","01 HIGH","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-1639","EcoPac","FUSE ATQR20 20A CLASS CC TIME DELAY","02 MED","0.0","0.0","0.0","0.0","15.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-1687","EcoPac","SHRINK DISK RCK13 25X50","01 HIGH","1.0","1.0","1.0","1.0","2.0","0.0333","0.0167","0.0111","0.0067","1"
"SHV1","NA","C-1689","EcoPac","SHRINK DISK RCK80 14X23","01 HIGH","2.0","2.0","2.0","2.0","4.0","0.0667","0.0333","0.0222","0.0133","1"
"SHV1","NA","C-1706","EcoPac","SECURITY MODULE  PNOZ X2.8P","01 HIGH","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"SHV1","NA","C-1726","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-1727","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-1804","EcoPac","REDUCER XC40 R 1: 7,5 PAM 14-105","01 HIGH","1.0","1.0","1.0","1.0","3.0","0.0333","0.0167","0.0111","0.0067","1"
"SHV1","NA","C-1956","EcoPac","SOLENOID VALVE VUVS-L20-M32C-AD-G18-F7-1C1","01 HIGH","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"SHV1","NA","C-2040","EcoPac","SHRINK DISK RCK13 19X47","01 HIGH","1.0","1.0","1.0","1.0","2.0","0.0333","0.0167","0.0111","0.0067","1"
"SHV1","NA","C-2041","EcoPac","SHRINK DISC RCK13 20X47","01 HIGH","1.0","1.0","1.0","1.0","2.0","0.0333","0.0167","0.0111","0.0067","1"
"SHV1","NA","C-2042","EcoPac","SHRINK DISK RCK13 22X47","01 HIGH","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-2049","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","1.0","1.0","1.0","1.0","2.0","0.0333","0.0167","0.0111","0.0067","1"
"SHV1","NA","C-2076","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","1.0","1.0","1.0","1.0","2.0","0.0333","0.0167","0.0111","0.0067","1"
"SHV1","NA","C-2307","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","6.0","6.0","6.0","6.0","6.0","0.2","0.1","0.0667","0.04","1"
"SHV1","NA","C-2309","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","6.0","6.0","6.0","6.0","6.0","0.2","0.1","0.0667","0.04","1"
"SHV1","NA","C-2348","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"SHV1","NA","C-2598","EcoPac","PLATE BELT 5M-25","01 HIGH","4.0","4.0","4.0","4.0","4.0","0.1333","0.0667","0.0444","0.0267","1"
"SHV1","NA","C-2635","EcoPac","SLIDER  MGN  12 HZ0H","01 HIGH","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-2636","EcoPac","SPRING  D11X8.4 D1.5 N.7 SPIRE COMP","01 HIGH","0.0","0.0","0.0","0.0","21.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-2678","EcoPac","SERVOMOTOR VPL-B0633M-PJ12AA 1.3NM ASS/D","01 HIGH","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-2716","EcoPac","TOOTHED BELT 640 8M-30 HTD","01 HIGH","2.0","2.0","2.0","2.0","4.0","0.0667","0.0333","0.0222","0.0133","1"
"SHV1","NA","C-2721","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","6.0","6.0","6.0","6.0","6.0","0.2","0.1","0.0667","0.04","1"
"SHV1","NA","C-2723","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","6.0","6.0","6.0","6.0","6.0","0.2","0.1","0.0667","0.04","1"
"SHV1","NA","C-2760","EcoPac","TOOTHED BELT 375 5M-25 HTD","01 HIGH","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"SHV1","NA","C-2766","EcoPac","RID.XC 50 R 1:10 PAM 19-120","01 HIGH","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-2777","EcoPac","TOOTHED BELT 1790 5M-25 HTD","01 HIGH","2.0","2.0","2.0","2.0","4.0","0.0667","0.0333","0.0222","0.0133","1"
"SHV1","NA","C-2807","EcoPac","VALVE GROUP   DFM 32-125 PA-KF","01 HIGH","1.0","1.0","1.0","1.0","2.0","0.0333","0.0167","0.0111","0.0067","1"
"SHV1","NA","C-2811","EcoPac","VENTOSA B20 D24 1 SOFFIETTO","01 HIGH","0.0","12.0","12.0","44.0","180.0","0.0","0.2","0.1333","0.2933","3"
"SHV1","NA","C-2822","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-2824","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-2825","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-2826","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","0.0","0.0","0.0","8.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-2831","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","2.0","2.0","2.0","2.0","5.0","0.0667","0.0333","0.0222","0.0133","2"
"SHV1","NA","C-2832","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-2836","EcoPac","WHEEL D69X27 D47 FOLLE","01 HIGH","0.0","0.0","0.0","0.0","3.0100000000000002","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-2837","EcoPac","RUOTA D74X10 D33 MOTRICE","01 HIGH","0.0","1.0","4.0","4.0","11.0","0.0","0.0167","0.0444","0.0267","2"
"SHV1","NA","C-2843","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","6.0","6.0","6.0","6.0","12.0","0.2","0.1","0.0667","0.04","1"
"SHV1","NA","C-2844","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","6.0","6.0","6.0","6.0","6.0","0.2","0.1","0.0667","0.04","1"
"SHV1","NA","C-2855","EcoPac","PHOTOCEL S45-PH-5-B03-PH","02 MED","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-2861","EcoPac","SPHERICAL JOINT JAF 12 RIGHT","02 MED","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"SHV1","NA","C-2879","EcoPac","SHAFT D 25X1420","01 HIGH","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-2951","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","1.0","1.0","1.0","1.0","2.0","0.0333","0.0167","0.0111","0.0067","1"
"SHV1","NA","C-3033","EcoPac","PHOTOCELLS45-PH-5-B03-PH","02 MED","0.0","0.0","0.0","1.0","3.0","0.0","0.0","0.0","0.0067","1"
"SHV1","NA","C-3035","EcoPac","REGULATOR VRPA-LM-R18-Q8","03 LOW","3.0","3.0","3.0","4.0","4.0","0.1","0.05","0.0333","0.0267","2"
"SHV1","NA","C-3711","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-3712","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"SHV1","NA","C-3715","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","0.0","0.0","2.0","23.0","0.0","0.0","0.0","0.0133","1"
"SHV1","NA","C-3716","EcoPac","PHOTOCEL S45-PH-5-B03-PH","03 LOW","2.0","2.0","2.0","2.0","4.0","0.0667","0.0333","0.0222","0.0133","1"
"SHV1","NA","C-3730","EcoPac","SENSOR KI-3250NFPKG M12 4P M","02 MED","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"SHV1","NA","C-3740","EcoPac","FUSE,CLASS CC,600 VOLTS,15 AMPS","02 MED","0.0","0.0","0.0","0.0","12.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-3745","EcoPac","SHAFT D 25X1472","01 HIGH","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-3746","EcoPac","SHAFT D 25X1364","01 HIGH","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-3750","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"SHV1","NA","C-3755","EcoPac","WHEEL D69X19.3 D47 FOLLE","01 HIGH","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-3759","EcoPac","ROLLER D70X330 D35","01 HIGH","0.0","0.0","1.0","2.0","2.0","0.0","0.0","0.0111","0.0133","2"
"SHV1","NA","C-3765","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","1.0","1.0","1.0","1.0","9.0","0.0333","0.0167","0.0111","0.0067","1"
"SHV1","NA","C-3766","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","2.0","3.0","4.0","7.0","0.0","0.0333","0.0333","0.0267","4"
"SHV1","NA","C-3772","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","2.0","2.0","2.0","2.0","6.0","0.0667","0.0333","0.0222","0.0133","1"
"SHV1","NA","C-3773","EcoPac","TOOTHED BELT L-2175 5M-25 HTD","01 HIGH","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-3783","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","4.0","4.0","4.0","4.0","8.0","0.1333","0.0667","0.0444","0.0267","1"
"SHV1","NA","C-3786","EcoPac","SPRING-LOADED PRESSER KIT","02 MED","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"SHV1","NA","C-3787","EcoPac","SPRING-LOADED PRESSER KIT GREEN SPRING","02 MED","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"SHV1","NA","C-3790","EcoPac","SINGLE CORDINATOR KIT","02 MED","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"SHV1","NA","C-3793","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","0.0","0.0","0.0","0.0","16.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","C-3816","EcoPac","SENSOR LASER ANALOGIC LR-TB5000C","02 MED","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"SHV1","NA","C-3817","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"SHV1","NA","C-3821","EcoPac","VACUUM CUP VASB 30-1/8""-PUR-B","01 HIGH","14.0","14.0","14.0","14.0","42.0","0.4667","0.2333","0.1556","0.0933","1"
"SHV1","NA","C-3822","EcoPac","VALVE VTUG-14-VRAP-B1T-Q12-U-Q8S-KK6AL+TV","01 HIGH","1.0","1.0","1.0","1.0","5.0","0.0333","0.0167","0.0111","0.0067","1"
"SHV1","NA","C-3824","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"SHV1","NA","C-3826","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","1.0","1.0","1.0","2.0","2.0","0.0333","0.0167","0.0111","0.0133","2"
"SHV1","NA","C-3827","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","1.0","1.0","1.0","1.0","2.0","0.0333","0.0167","0.0111","0.0067","1"
"SHV1","NA","C-3832","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","2.0","2.0","2.0","3.0","3.0","0.0667","0.0333","0.0222","0.02","3"
"SHV1","NA","C-3836","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"SHV1","NA","C-3844","EcoPac","PHOTOCEL S45-PH-5-B03-PH","01 HIGH","3.0","3.0","3.0","4.0","8.0","0.1","0.05","0.0333","0.0267","2"
"SHV1","NA","C-3857","EcoPac","TOOTHED BELT 480 8M-30 HTD","01 HIGH","1.0","1.0","1.0","1.0","2.0","0.0333","0.0167","0.0111","0.0067","1"
"SHV1","NA","C-3860","EcoPac","RULLO D70X495    D35","01 HIGH","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","N12270","USP","SMC Speed Control Valve: Elbow Fitting, Knob, 1/4 in/1/8 in Valve Body Size, 1/4 in Tube, Meter Out","02 MED","2.0","3.0","3.0","5.0","11.0","0.0667","0.05","0.0333","0.0333","3"
"SHV1","NA","N37377","USP","SC300-2 SHOCK ABSORBER","02 MED","2.0","2.0","2.0","2.0","10.0","0.0667","0.0333","0.0222","0.0133","1"
"SHV1","NA","N37843","USP","REWIND CONTROL/POWER ON RELAY FOR 3600A APPLICATORS - PE-RE1017","02 MED","2.0","2.0","2.0","2.0","4.0","0.0667","0.0333","0.0222","0.0133","1"
"SHV1","NA","N44133","EcoPac","TAPER LOCK RCK80 12X18","01 HIGH","1.0","1.0","1.0","1.0","3.0","0.0333","0.0167","0.0111","0.0067","1"
"SHV1","NA","N45907","USP","Valve flow control one way","02 MED","4.0","4.0","4.0","4.0","4.0","0.1333","0.0667","0.0444","0.0267","1"
"SHV1","NA","N53951","USP","RADIAL BALL BEARING","02 MED","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0"
"SHV1","NA","N53977","USP","I110-E0454 SAFETY SWITCH","02 MED","3.0","3.0","3.0","3.0","3.0","0.1","0.05","0.0333","0.02","1"
"SHV1","NA","N53990","USP","LINEAR RAIL","02 MED","6.0","6.0","6.0","6.0","7.0","0.2","0.1","0.0667","0.04","1"
"SHV1","NA","N54020","USP","STOPPER BOLT, M6X1.0, L 20MM, WITH HEX SOCKET TIP, STRAIGHT TYPE, BUMPER URETHAN","02 MED","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","0"
"SMF1","NA","1000863","EcoPac","Point IO Sinking Input Module, 8-Point","02 MED","0.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0111","0.0067","1"
