"site","region","apn","product","part_description","sto_class","consumed_30d","consumed_60d","consumed_90d","consumed_150d","consumed_all","rate_30d","rate_60d","rate_90d","rate_150d","days_with_consumption_150d"
"GEG1","NA","10683","USP","WHEEL, WHEEL: LOAD ASSEMBLY","01 HIGH","0.0","1.0","2.0","3.0","8.0","0.0","0.0167","0.0222","0.02","3"
"GEG1","NA","1124355","USP","FIXED DRAW ROLLER, SMART PAC","02 MED","0.0","0.0","0.0","1.01","1.01","0.0","0.0","0.0","0.0067","2"
"GEG1","NA","1124729","USP","Pan and Tilt Camera Mount PTU-BE","01 HIGH","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"GEG1","NA","226234","USP","SERIAL RS232 TO USB CONVERTER","02 MED","0.0","0.0","0.0","1.0","3.0","0.0","0.0","0.0","0.0067","1"
"GEG1","NA","3022934","USP","SMC Shock Absorber, RBC1007, 46.7 mm Body Length, 63.7 mm Body Length, M10 x 1 Thread Size","01 HIGH","10.0","10.0","10.0","10.0","10.0","0.3333","0.1667","0.1111","0.0667","4"
"GEG1","NA","3022941","USP","VERTICAL TOP, POWERSONIC MATED M12 + LBO2K","01 HIGH","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"GEG1","NA","3022944","USP","CAPTIVE GUARDING SCREWS","01 HIGH","13.0","13.0","13.0","13.0","13.0","0.4333","0.2167","0.1444","0.0867","1"
"GEG1","NA","3022953","USP","GUARDING T-BLOCK","01 HIGH","25.0","25.0","25.0","25.0","25.0","0.8333","0.4167","0.2778","0.1667","1"
"GEG1","NA","3022956","USP","ROTATED CABLE EXIT VERTICAL LOAD CELL HOLDER BLOCK","01 HIGH","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"GEG1","NA","3022967","USP","ZIP TIES, STANDARD","01 HIGH","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"GEG1","NA","3022971","USP","FAST CONNECTION-PEG","01 HIGH","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"GEG1","NA","3022984","USP","8MM X 14MM LOW SOCKET HEAD MACHINE SCREWS (OR BLACK OXIDE EQUIVALENT)","01 HIGH","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"GEG1","NA","3025738","USP","COATED 9"" FOUR HOLE AIR ASSIST TUBE - MP-211-2230-9","02 MED","0.0","0.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0133","1"
"GEG1","NA","3032133","USP","COMPRESSION SPRING T=1.4 OD=20 ID=17","01 HIGH","12.0","12.0","12.0","12.0","12.0","0.4","0.2","0.1333","0.08","2"
"GEG1","NA","3037850","USP","ZIP TIES, STANDARD","01 HIGH","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"GEG1","NA","3043423","USP","FUSE,5 AMP,250V","02 MED","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"GEG1","NA","3208459","USP","FIELD ATTACHABLE CONNECTOR","02 MED","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"GEG1","NA","3464199","USP","SENSOR, FIBER OPTIC THIN ZERO SPACE, SIDE VIEW TYP","01 HIGH","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"GEG1","NA","3466132","USP","PNUEMATIC FITTING","01 HIGH","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"GEG1","NA","3466147","USP","COMPACT CYLINDER ADN-32-25-I-P-A-S2","01 HIGH","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"GEG1","NA","3466149","USP","PIVOT BLOCK","01 HIGH","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"GEG1","NA","3466191","USP","ROD COUPLER, M10X1.25, STEEL (","01 HIGH","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"GEG1","NA","3466223","USP","243TEETH 32 T5/1215","01 HIGH","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"GEG1","NA","3466248","USP","PRECISION LINEAR SHAFT, DIA 12","01 HIGH","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"GEG1","NA","3466251","USP","PIVOT BLOCK - LEFT HORIZONTAL","01 HIGH","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"GEG1","NA","3466261","USP","SHANK THREAD SIZE(M10X1.25), ID 10MM, JAW OPENING W 10MM,","01 HIGH","12.0","12.0","12.0","12.0","12.0","0.4","0.2","0.1333","0.08","1"
"GEG1","NA","N24793","USP","Slim Electromechanical Relay, SPDT, 6A,24VDC, PCB Terminal, 34 Series","01 HIGH","0.0","0.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0133","1"
"GEG1","NA","N37377","USP","SC300-2 SHOCK ABSORBER","02 MED","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","0"
"HOU6","NA","1001803","USP","Switch, Auxiliary, Supplementary Protector Accessory","02 MED","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"HOU6","NA","10191","USP","THRUST BALL BEARING, 3/4"" ID X 1-5/16"" OD X 9/32"" HT., STEEL","01 HIGH","0.0","0.0","1.0","2.0","4.0","0.0","0.0","0.0111","0.0133","2"
"HOU6","NA","1061526","USP","SERVO DRVE AMP JR_AUTO JR0000549642","02 MED","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0067","1"
"HOU6","NA","1116318","USP","ULTRASONIC SENSOR, PICO+","02 MED","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0"
"HOU6","NA","1124355","USP","FIXED DRAW ROLLER, SMART PAC","02 MED","0.0","0.0","2.0","2.0","3.0","0.0","0.0","0.0222","0.0133","2"
"HOU6","NA","3015434","USP","SWIVEL GRIPPER HEAD","03 LOW","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"HOU6","NA","3022934","USP","SMC Shock Absorber, RBC1007, 46.7 mm Body Length, 63.7 mm Body Length, M10 x 1 Thread Size","01 HIGH","3.0","4.0","4.0","4.0","4.0","0.1","0.0667","0.0444","0.0267","4"
"HOU6","NA","3022941","USP","VERTICAL TOP, POWERSONIC MATED M12 + LBO2K","01 HIGH","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","2"
"HOU6","NA","3022943","USP","HORIZONTAL REAR, POWERSONIC MATED M12 + LBO3K","01 HIGH","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"HOU6","NA","3022945","USP","VERTICAL BOTTOM LOAD CELL","01 HIGH","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"HOU6","NA","3022953","USP","GUARDING T-BLOCK","01 HIGH","0.0","0.0","0.0","23.0","23.0","0.0","0.0","0.0","0.1533","1"
"HOU6","NA","3022978","USP","LIDAR SENSOR PICS150-01000 core 1","01 HIGH","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"HOU6","NA","3464199","USP","SENSOR, FIBER OPTIC THIN ZERO SPACE, SIDE VIEW TYP","01 HIGH","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"HOU6","NA","3466132","USP","PNUEMATIC FITTING","01 HIGH","0.0","1.0","2.0","2.0","2.0","0.0","0.0167","0.0222","0.0133","2"
"HOU6","NA","3466258","USP","LEFT VERTICAL SEAL BAR ASSY","01 HIGH","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","2"
"HOU6","NA","3466261","USP","SHANK THREAD SIZE(M10X1.25), ID 10MM, JAW OPENING W 10MM,","01 HIGH","0.0","0.0","0.0","14.0","14.0","0.0","0.0","0.0","0.0933","1"
"HOU6","NA","49344","USP","Zebra ZE52163-R010000Z Print Engine","02 MED","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","6"
"HOU6","NA","49345","USP","ZEBRA AIT PART KIT PRINTHEAD 300 DPI ZE521 RH & LH","01 HIGH","2.0","2.0","2.0","3.0","9.0","0.0667","0.0333","0.0222","0.02","2"
"HOU6","NA","N12270","USP","SMC Speed Control Valve: Elbow Fitting, Knob, 1/4 in/1/8 in Valve Body Size, 1/4 in Tube, Meter Out","01 HIGH","0.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0111","0.0067","1"
"HOU6","NA","N37377","USP","SC300-2 SHOCK ABSORBER","02 MED","1.0","1.0","1.0","1.0","3.0","0.0333","0.0167","0.0111","0.0067","2"
"HOU6","NA","N53951","USP","RADIAL BALL BEARING","01 HIGH","0.0","0.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0133","1"
"IGQ1","NA","1000078","USP","Sensor, proximity, SME-8M-DS-24V-K-0, 3-M8D","01 HIGH","2.0","4.0","4.0","4.0","4.0","0.0667","0.0667","0.0444","0.0267","2"
"IGQ1","NA","10191","USP","THRUST BALL BEARING, 3/4"" ID X 1-5/16"" OD X 9/32"" HT., STEEL","01 HIGH","1.0","1.0","1.0","1.0","5.0","0.0333","0.0167","0.0111","0.0067","1"
"IGQ1","NA","1061526","USP","SERVO DRVE AMP JR_AUTO JR0000549642","02 MED","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"IGQ1","NA","10683","USP","WHEEL, WHEEL: LOAD ASSEMBLY","01 HIGH","3.0","3.0","5.0","5.0","7.01","0.1","0.05","0.0556","0.0333","2"
"IGQ1","NA","1071515","USP","Radial/Deep Groove Ball Bearing - Round Bore, 25 mm ID, 42 mm OD, 9 mm Width, Double Shielded, Internal Clearance","02 MED","4.0","4.0","4.0","4.0","4.0","0.1333","0.0667","0.0444","0.0267","1"
"IGQ1","NA","1071516","USP","REPLACEMENT BELT – 18”W FOR CO","01 HIGH","3.0","3.0","3.0","4.0","8.0","0.1","0.05","0.0333","0.0267","2"
"IGQ1","NA","1124355","USP","FIXED DRAW ROLLER, SMART PAC","02 MED","0.0","0.0","2.0","6.0","6.0","0.0","0.0","0.0222","0.04","2"
"IGQ1","NA","11409","USP","TAMPA","02 MED","0.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0.0","0"
"IGQ1","NA","11519","USP","Zebra Kit Maint Door Open Swch RH/LH","02 MED","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"IGQ1","NA","14325","USP","WIRING TOOL required for insertion/extraction @ terminal strip","02 MED","5.0","5.0","5.0","5.0","5.0","0.1667","0.0833","0.0556","0.0333","1"
"IGQ1","NA","3022941","USP","VERTICAL TOP, POWERSONIC MATED M12 + LBO2K","01 HIGH","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"IGQ1","NA","3022970","USP","CUTTING KNIFE ASSEMBLY","01 HIGH","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"IGQ1","NA","3037848","USP","LEFT VER HEATER CABLE ASSY","01 HIGH","3.0","3.0","3.0","3.0","3.0","0.1","0.05","0.0333","0.02","2"
"IGQ1","NA","33053","USP","SENSOR CABLE, 5M GREY, M12 FEMALE 8P STRAIGHT TO OPEN ENDED, CONTINUOUS FLEX, PUR-OB","02 MED","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","1"
"IGQ1","NA","3466127","USP","SCANNER,BARCODE:DM363 SMARTPACK PRESENTATION READER","01 HIGH","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","2"
"IGQ1","NA","3466147","USP","COMPACT CYLINDER ADN-32-25-I-P-A-S2","01 HIGH","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"IGQ1","NA","49345","USP","ZEBRA AIT PART KIT PRINTHEAD 300 DPI ZE521 RH & LH","01 HIGH","2.0","3.0","3.0","4.0","5.0","0.0667","0.05","0.0333","0.0267","11"
"IGQ1","NA","49346","USP","ZEBRA AIT PART KIT PLATEN, PINCH, & PEEL ROLLERS ZE521 RH & LH","01 HIGH","1.0","1.0","2.0","2.0","2.0","0.0333","0.0167","0.0222","0.0133","4"
"IGQ1","NA","49960","USP","MDC100-050101 DRIVE","01 HIGH","0.0","0.0","0.0","1.0","4.0","0.0","0.0","0.0","0.0067","2"
"IGQ1","NA","61591","USP","TUBE FITTING, M5 TO 4MM","02 MED","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"IGQ1","NA","72902","USP","kit,motor assy, high speed...","02 MED","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0"
"IGQ1","NA","N12270","USP","SMC Speed Control Valve: Elbow Fitting, Knob, 1/4 in/1/8 in Valve Body Size, 1/4 in Tube, Meter Out","01 HIGH","2.0","2.0","2.0","2.0","6.0","0.0667","0.0333","0.0222","0.0133","3"
"IGQ1","NA","N24793","USP","Slim Electromechanical Relay, SPDT, 6A,24VDC, PCB Terminal, 34 Series","01 HIGH","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0067","1"
"LUK2","NA","1000078","USP","Sensor, proximity, SME-8M-DS-24V-K-0, 3-M8D","02 MED","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0"
"LUK2","NA","1002613","USP","VALVE, CHECK VALVE,ASSEMBLY:FLOW CONTROL W/ PILOT CHECK VALVE 1/4 TUBE WITH1/8 T","02 MED","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","2"
"LUK2","NA","10105","USP","SPRING: REWIND CLUTCH, MED DUTY, .97OD X .080 WIRE DIA","03 LOW","0.0","0.0","0.0","2.0","2.0","0.0","0.0","0.0","0.0133","1"
"LUK2","NA","10191","USP","THRUST BALL BEARING, 3/4"" ID X 1-5/16"" OD X 9/32"" HT., STEEL","02 MED","0.0","0.0","0.0","2.0","3.0","0.0","0.0","0.0","0.0133","1"
"LUK2","NA","1060925","USP","RING-GRIP QUICK-RELEASE PIN","02 MED","2.0","2.0","2.0","9.0","21.0","0.0667","0.0333","0.0222","0.06","4"
"LUK2","NA","10683","USP","WHEEL, WHEEL: LOAD ASSEMBLY","02 MED","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0067","1"
"LUK2","NA","1113249","USP","URGU48R1-04090N","02 MED","0.0","0.0","1.0","1.0","6.0","0.0","0.0","0.0111","0.0067","1"
"LUK2","NA","11424","USP","UNWIND BRAKE BAND CTM PM-BB1030","02 MED","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0067","1"
"LUK2","NA","11519","USP","Zebra Kit Maint Door Open Swch RH/LH","02 MED","1.0","1.0","1.0","2.0","8.0","0.0333","0.0167","0.0111","0.0133","2"
"LUK2","NA","3022934","USP","SMC Shock Absorber, RBC1007, 46.7 mm Body Length, 63.7 mm Body Length, M10 x 1 Thread Size","01 HIGH","3.0","3.0","3.0","3.0","3.0","0.1","0.05","0.0333","0.02","1"
"LUK2","NA","3022982","USP","LEFT ISOLATOR PLATE","01 HIGH","2.0","2.0","2.0","2.0","2.0","0.0667","0.0333","0.0222","0.0133","2"
"LUK2","NA","3022983","USP","RIGHT ISOLATOR PLATE","01 HIGH","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"LUK2","NA","49344","USP","Zebra ZE52163-R010000Z Print Engine","02 MED","0.0","1.0","1.0","2.0","6.0","0.0","0.0167","0.0111","0.0133","2"
"LUK2","NA","49345","USP","ZEBRA AIT PART KIT PRINTHEAD 300 DPI ZE521 RH & LH","02 MED","2.0","4.0","4.0","10.0","24.0","0.0667","0.0667","0.0444","0.0667","15"
"LUK2","NA","49346","USP","ZEBRA AIT PART KIT PLATEN, PINCH, & PEEL ROLLERS ZE521 RH & LH","02 MED","0.0","0.0","0.0","2.0","9.0","0.0","0.0","0.0","0.0133","2"
"LUK2","NA","61591","USP","TUBE FITTING, M5 TO 4MM","02 MED","0.0","0.0","1.0","1.0","12.0","0.0","0.0","0.0111","0.0067","1"
"LUK2","NA","72902","USP","kit,motor assy, high speed...","01 HIGH","1.0","1.0","1.0","1.0","1.0","0.0333","0.0167","0.0111","0.0067","1"
"LUK2","NA","N12270","USP","SMC Speed Control Valve: Elbow Fitting, Knob, 1/4 in/1/8 in Valve Body Size, 1/4 in Tube, Meter Out","02 MED","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0067","1"
"LUK2","NA","N24793","USP","Slim Electromechanical Relay, SPDT, 6A,24VDC, PCB Terminal, 34 Series","01 HIGH","2.0","9.0","9.0","9.0","12.0","0.0667","0.15","0.1","0.06","4"
"LUK2","NA","N45907","USP","Valve flow control one way","02 MED","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"LUK2","NA","N54020","USP","STOPPER BOLT, M6X1.0, L 20MM, WITH HEX SOCKET TIP, STRAIGHT TYPE, BUMPER URETHAN","02 MED","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","1070075","EcoPac","ZEBRA, P1112750-010, PRINTHEAD ASSEMBLY, 300 DPI, LH/RH","01 HIGH","1.0","2.0","3.01","4.01","9.01","0.0333","0.0333","0.0334","0.0267","5"
"MDW7","NA","3471325","EcoPac","SEEGER E 17X1 UNI7435",,"0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","3524374","EcoPac","PHOTOCEL S45-PH-5-B03-PH",,"0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","3524548","EcoPac","STOP 200X18X8",,"0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","3524549","EcoPac","STOP 48.5X18X9",,"0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","3524550","EcoPac","STOP 211.5X18X8",,"0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","3524569","EcoPac","PHOTOCEL S45-PH-5-B03-PH",,"0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","3524593","EcoPac","PHOTOCEL S45-PH-5-B03-PH",,"0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","79667","EcoPac","RSSB ID 36637-1-POINT I/O Dual Port Network Adaptor","02 MED","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-1020","EcoPac","PHOTOCEL S45-PH-5-B03-PH",,"0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-1087","EcoPac","YF8U14-050UA3XLEAX",,"0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-1105","EcoPac","PHOTOCEL S45-PH-5-B03-PH",,"0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-1184","EcoPac","ROD EYE, 9261",,"0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-1204","EcoPac","PHOTOCEL S45-PH-5-B03-PH",,"0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-1232","EcoPac","SICK RAY26P-34162530A00 4P M12ST MONITORING HEIGHT 55MM, PRODUCT MIN 5MM (LIGHT",,"0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-1236","EcoPac","STRAP PLATE HTD 8M LARGH.30",,"0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-1260","EcoPac","RELE' MY4-US 24VDC 4 SCAMBI",,"0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-1261","EcoPac","SOLID STATE RELAY",,"0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-1262","EcoPac","RELE' PLC-RSC-24DC/21 1SC. + ZOCCOLO",,"0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-1304","EcoPac","SENSOR SMT-8M-A-PS-24V-E-0.3-N-M8D",,"0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-1342","EcoPac","SPRING D22X32 D3 N.7 SPIRE COMP",,"0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-1346","EcoPac","SPRING D35X17.5 D3.5 N.4 SPIRE TORS",,"0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-1350","EcoPac","SUCTION CUP V 25/CS SILICON",,"0.0","0.0","0.0","0.0","40.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-1372","EcoPac","TOOTHED BELT 720 8M-30 HTD",,"0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-1389","EcoPac","SOLENOID VALVE VUVS-L20-M52-AD-G18-F7-1C1",,"0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-1411","EcoPac","VITE M6X L126 DX",,"0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-1413","EcoPac","SUPPORT SFT 20",,"0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-1687","EcoPac","SHRINK DISK RCK13 25X50",,"0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-1689","EcoPac","SHRINK DISK RCK80 14X23",,"0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-1706","EcoPac","SECURITY MODULE  PNOZ X2.8P",,"0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-1956","EcoPac","SOLENOID VALVE VUVS-L20-M32C-AD-G18-F7-1C1",,"0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-2040","EcoPac","SHRINK DISK RCK13 19X47",,"0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-2041","EcoPac","SHRINK DISC RCK13 20X47",,"0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-2042","EcoPac","SHRINK DISK RCK13 22X47",,"0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-2307","EcoPac","PHOTOCEL S45-PH-5-B03-PH",,"0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-2598","EcoPac","PLATE BELT 5M-25",,"0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-2635","EcoPac","SLIDER  MGN  12 HZ0H",,"0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-2636","EcoPac","SPRING  D11X8.4 D1.5 N.7 SPIRE COMP",,"0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-2716","EcoPac","TOOTHED BELT 640 8M-30 HTD",,"0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-2721","EcoPac","PHOTOCEL S45-PH-5-B03-PH",,"0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-2723","EcoPac","PHOTOCEL S45-PH-5-B03-PH",,"0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-2760","EcoPac","TOOTHED BELT 375 5M-25 HTD",,"0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-2807","EcoPac","VALVE GROUP   DFM 32-125 PA-KF",,"0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-2811","EcoPac","VENTOSA B20 D24 1 SOFFIETTO",,"0.0","0.0","0.0","0.0","16.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-2836","EcoPac","WHEEL D69X27 D47 FOLLE",,"0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-2844","EcoPac","PHOTOCEL S45-PH-5-B03-PH",,"0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-2855","EcoPac","PHOTOCEL S45-PH-5-B03-PH",,"0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-2861","EcoPac","SPHERICAL JOINT JAF 12 RIGHT",,"0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-2864","EcoPac","VALVOLA VFOF-LE-BAH-G14-Q8",,"0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-3711","EcoPac","PHOTOCEL S45-PH-5-B03-PH",,"0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-3712","EcoPac","PHOTOCEL S45-PH-5-B03-PH",,"0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-3714","EcoPac","SPRING  VL VERDE DI-8 DE-16 L-25",,"0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-3715","EcoPac","PHOTOCEL S45-PH-5-B03-PH",,"0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-3730","EcoPac","SENSOR KI-3250NFPKG M12 4P M",,"0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-3742","EcoPac","RUBBER ROLLER  D55X60    D42",,"0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","C-3783","EcoPac","PHOTOCEL S45-PH-5-B03-PH",,"0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"MDW7","NA","N43532","EcoPac","ZERO-FORCE TOUCH BUTTON 800Z-GL2Q5","01 HIGH","0.0","1.0","1.0","2.0","2.0","0.0","0.0167","0.0111","0.0133","2"
"MLI1","NA","1000078","USP","Sensor, proximity, SME-8M-DS-24V-K-0, 3-M8D","02 MED","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","0"
"MLI1","NA","1001803","USP","Switch, Auxiliary, Supplementary Protector Accessory","02 MED","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0"
"MLI1","NA","1002613","USP","VALVE, CHECK VALVE,ASSEMBLY:FLOW CONTROL W/ PILOT CHECK VALVE 1/4 TUBE WITH1/8 T","02 MED","0.0","0.0","0.0","1.0","3.0","0.0","0.0","0.0","0.0067","1"
"MLI1","NA","10043","USP","PLC, CONTROLLER,PROGRAMMABLE:2-1/2 INHT,3-1/2 INWD,1-1/2 INDP,24 V DCVOLT,2.6 MACURRE","02 MED","0.0","2.0","2.0","2.0","3.0","0.0","0.0333","0.0222","0.0133","2"
"MLI1","NA","1004322","USP","PUSHBUTTON METAL LATCH","01 HIGH","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0"
