Region,Ship To Company Code,Order Number,Line Number,APN,APN Description,APN Category,Supplier ID,Supplier Name,Supplier Catalog Part Number,Site,Site Description,Site Location,Order Date,Approval Date,Receipt Date,Due Date,Due Date Based On Lead Time,Criticality,Lead Time Final,Unit Price,Currency,Goods Or Services,Order Status,Line Status,Coupa PO Error Detail,Coupa Integration Status,Coupa Transmission Status,Req Created By ,Ship To Address,Status,Supplier Lead Time,Past Due Days,Ordered Qty,Received Qty,Remaining Qty,OH Qty,Max Qty,Min Qty,Outstanding Amount
NA,2D,2D-22097211,2,3466258,LEFT VERTICAL SEAL BAR ASSY,HEATER,24216849-758186,ATS CORPORATION,126022550,SYR1,"AR Sortable FC - Clay, NY",NAMERICA,7/23/26 0:00,7/23/26 0:00,,9/29/26 0:00,9/24/26 0:00,01 HIGH,63,3875,USD,Goods,A,A,,,sent_via_email,EAM,"SYR1 Sortable FC AR (Clay, NY)",issued,63,0,1,0,1,0,1,0,3875
NA,2D,2D-22103383,1,3466258,LEFT VERTICAL SEAL BAR ASSY,HEATER,24216849-758186,ATS CORPORATION,126022550,ELP1,"AR Sortable FC - El Paso, TX",NAMERICA,7/24/26 0:00,7/24/26 0:00,,10/1/26 0:00,9/25/26 0:00,01 HIGH,63,3875,USD,Goods,A,A,,,sent_via_email,EAM,ELP1 Offsite Lindenmeyr Munroe,issued,63,0,1,0,1,0,2,1,3875
NA,2D,2D-22118522,4,3466258,LEFT VERTICAL SEAL BAR ASSY,HEATER,24216849-758186,ATS CORPORATION,126022550,DET6,"AR Sortable FC - Detroit, MI",NAMERICA,7/27/26 0:00,7/27/26 0:00,,11/30/26 0:00,9/28/26 0:00,01 HIGH,63,3875,USD,Goods,A,A,,,sent_via_email,EAM,DET6 AMZL Offsite,issued,63,0,1,0,1,1,2,0,3875
NA,2D,2D-22140174,2,3466258,LEFT VERTICAL SEAL BAR ASSY,HEATER,24216849-758186,ATS CORPORATION,126022550,ELP1,"AR Sortable FC - El Paso, TX",NAMERICA,7/28/26 0:00,7/28/26 0:00,,11/3/26 0:00,9/29/26 0:00,01 HIGH,63,3875,USD,Goods,A,A,,,sent_via_email,EAM,ELP1 Offsite Lindenmeyr Munroe,issued,63,0,1,0,1,0,2,1,3875
NA,2D,2D-22159450,1,3466258,LEFT VERTICAL SEAL BAR ASSY,HEATER,24216849-758186,ATS CORPORATION,126022550,BOS3,"AR Sortable FC - North Andover, MA",NAMERICA,7/30/26 0:00,7/30/26 0:00,,10/1/26 0:00,10/1/26 0:00,01 HIGH,63,3875,USD,Goods,A,A,,,sent_via_email,EAM,"BOS3 Offsite Lindenmeyr Munroe (Londonderry, NH)",issued,63,0,1,0,1,1,2,1,3875
NA,2D,2D-22160029,11,3466258,LEFT VERTICAL SEAL BAR ASSY,HEATER,24216849-758186,ATS CORPORATION,126022550,BOS3,"AR Sortable FC - North Andover, MA",NAMERICA,7/30/26 0:00,7/30/26 0:00,,11/7/26 0:00,10/1/26 0:00,01 HIGH,63,3875,USD,Goods,A,A,,,sent_via_email,EAM,"BOS3 Offsite Lindenmeyr Munroe (Londonderry, NH)",issued,63,0,1,0,1,1,2,1,3875
INTL,41,41-22118687,1,3022970,CUTTING KNIFE ASSEMBLY,ASSEMBLY,28177078-1085542,ATS CORPORATION,10186289,STN6,ARS650 547k sqft G+3 Gen10,EUROPE,7/27/26 0:00,7/27/26 0:00,,11/9/26 0:00,11/12/26 0:00,01 HIGH,108,1225,USD,Goods,A,A,,,sent_via_email,EAM,"STN6 (41) FC (Northampton, UK)",issued,108,0,3,0,3,1,4,3,3675
NA,2D,2D-21828250,2,3022970,CUTTING KNIFE ASSEMBLY,ASSEMBLY,24216849-758186,ATS CORPORATION,10186289,SBD6,"AR Sortable FC - Ontario, CA",NAMERICA,6/29/26 0:00,6/29/26 0:00,,10/13/26 0:00,8/31/26 0:00,01 HIGH,63,1225,USD,Goods,A,A,,,sent_via_email,EAM,SBD6 Offsite UPS Store,issued,63,0,3,0,3,1,6,4,3675
NA,2D,2D-22029530,1,3466138,"VERTICAL VPL SERIES, FRAME SIZE 100MM, T WINDING, RATED SPEED 7200-80",MOTOR,24216849-758186,ATS CORPORATION,10165067,RIC4,"AR Sortable FC - Richmond, VA",NAMERICA,7/17/26 0:00,7/17/26 0:00,,9/9/26 0:00,9/4/26 0:00,01 HIGH,49,1825,USD,Goods,A,A,,,sent_via_email,EAM,RIC4 Offsite Fastenal,issued,49,0,2,0,2,3,2,1,3650
NA,2D,2D-21787761,4,3466140,HORIZONTAL VPL MOTOR,MOTOR,24216849-758186,ATS CORPORATION,10165068,BOS3,"AR Sortable FC - North Andover, MA",NAMERICA,6/25/26 0:00,6/25/26 0:00,,10/3/26 0:00,10/1/26 0:00,01 HIGH,98,3645,USD,Goods,A,A,,,sent_via_email,EAM,"BOS3 Offsite Lindenmeyr Munroe (Londonderry, NH)",issued,98,0,1,0,1,0,2,1,3645
NA,2D,2D-21507690,1,3022950,"HORIZONTAL FRONT, POWERSONIC MATED M12 + LBO3K",ASSEMBLY,24216849-758186,ATS CORPORATION,10306173,TPA4,"AR Sortable FC - Temple Terrace, FL",NAMERICA,5/31/26 0:00,5/31/26 0:00,,7/28/26 0:00,10/4/26 0:00,01 HIGH,126,1645,USD,Goods,A,A,,,sent_via_email,EAM,"TPA4 Sortable FC ARS (Temple Terrace, FL)",issued,126,0,2,0,2,4,2,1,3290
NA,2D,2D-22097211,1,3466127,DMR-374X SMARTPAC,CAMERA,24216849-758186,ATS CORPORATION,10247289,SYR1,"AR Sortable FC - Clay, NY",NAMERICA,7/23/26 0:00,7/23/26 0:00,,9/29/26 0:00,8/6/26 0:00,01 HIGH,14,1599.36,USD,Goods,A,A,,,sent_via_email,EAM,"SYR1 Sortable FC AR (Clay, NY)",issued,14,0,2,0,2,0,2,1,3198.72
NA,2D,2D-20161593,1,3031139,RIGHT HORIZONTAL HEATER CABLE,CABLE,24216849-758186,ATS CORPORATION,10323535,SAN3,"AR Sortable FC - San Diego, CA",NAMERICA,1/25/26 0:00,1/25/26 0:00,,4/28/26 0:00,2/15/26 0:00,02 MED,21,399,USD,Goods,A,A,,,sent_via_email,EAM,SAN3 Non Inventory Offsite c/o Iron Mountain,issued,21,166,8,0,8,2,8,4,3192
NA,2D,2D-22043369,1,3022945,"VERTICAL BOT, POWERSONIC MATED M12 + LBO2K",ASSEMBLY,24216849-758186,ATS CORPORATION,10306180,AGS1,"AR Sortable FC - Appling, GA",NAMERICA,7/20/26 0:00,7/20/26 0:00,,11/23/26 0:00,11/23/26 0:00,01 HIGH,126,1445,USD,Goods,A,A,,,sent_via_email,EAM,"AGS1 FC IXD (Appling, GA)",issued,126,0,2,0,2,0,2,0,2890
NA,2D,2D-22043369,1,3022945,"VERTICAL BOTTOM, POWERSONIC MATED M12 + LBO2K",ASSEMBLY,24216849-758186,ATS CORPORATION,10306180,AGS1,"AR Sortable FC - Appling, GA",NAMERICA,7/20/26 0:00,7/20/26 0:00,,11/23/26 0:00,11/23/26 0:00,01 HIGH,126,1445,USD,Goods,A,A,,,sent_via_email,EAM,"AGS1 FC IXD (Appling, GA)",issued,126,0,2,0,2,0,2,0,2890
NA,2D,2D-21745453,1,3022945,"VERTICAL BOT, POWERSONIC MATED M12 + LBO2K",ASSEMBLY,24216849-758186,ATS CORPORATION,10306180,SAV4,"AR Sortable FC - Pooler, GA",NAMERICA,6/22/26 0:00,6/22/26 0:00,,10/3/26 0:00,10/26/26 0:00,01 HIGH,126,1440,USD,Goods,A,A,,,sent_via_email,EAM,"SAV4 FC Sortable (Pent Wentworth, GA)",issued,126,0,2,0,2,2,4,2,2880
NA,2D,2D-21745453,1,3022945,"VERTICAL BOTTOM, POWERSONIC MATED M12 + LBO2K",ASSEMBLY,24216849-758186,ATS CORPORATION,10306180,SAV4,"AR Sortable FC - Pooler, GA",NAMERICA,6/22/26 0:00,6/22/26 0:00,,10/3/26 0:00,10/26/26 0:00,01 HIGH,126,1440,USD,Goods,A,A,,,sent_via_email,EAM,"SAV4 FC Sortable (Pent Wentworth, GA)",issued,126,0,2,0,2,2,4,2,2880
NA,2D,2D-21797997,1,3022941,"VERTICAL TOP, POWERSONIC MATED M12 + LBO2K",ASSEMBLY,24216849-758186,ATS CORPORATION,10306182,ELP1,"AR Sortable FC - El Paso, TX",NAMERICA,6/25/26 0:00,6/25/26 0:00,,9/1/26 0:00,10/29/26 0:00,02 MED,126,1440,USD,Goods,A,A,,,sent_via_email,EAM,ELP1 Offsite Lindenmeyr Munroe,issued,126,0,2,0,2,1,4,2,2880
NA,2D,2D-22007497,2,2066701,"50505,MOVING DRAW ROLLER",ROLLER,24216849-758186,ATS CORPORATION,5645393,SCK6,"AR Sortable FC - Tracy, CA",NAMERICA,7/15/26 0:00,7/15/26 0:00,,11/18/26 0:00,9/16/26 0:00,02 MED,63,2825,USD,Goods,A,A,,,sent_via_email,EAM,SCK6 OFFSITE NON-INVENTORY,issued,63,0,1,0,1,0,1,0,2825
NA,2D,2D-21245295,1,3022978,LIDAR SENSOR,SENSOR,24216849-758186,ATS CORPORATION,10304077,BOS3,"AR Sortable FC - North Andover, MA",NAMERICA,5/6/26 0:00,5/6/26 0:00,,8/8/26 0:00,7/15/26 0:00,01 HIGH,70,2675,USD,Goods,A,A,,,sent_via_email,EAM,"BOS3 Offsite Lindenmeyr Munroe (Londonderry, NH)",issued,70,16,1,0,1,0,2,1,2675
NA,2D,2D-21799664,3,3022978,LIDAR SENSOR,SENSOR,24216849-758186,ATS CORPORATION,10304077,SYR1,"AR Sortable FC - Clay, NY",NAMERICA,6/25/26 0:00,6/25/26 0:00,,9/26/26 0:00,9/3/26 0:00,01 HIGH,70,2675,USD,Goods,A,A,,,sent_via_email,EAM,"SYR1 Sortable FC AR (Clay, NY)",issued,70,0,1,0,1,3,2,1,2675
NA,2D,2D-21824152,4,72902,"KIT,MOTOR ASSY,HIGH SPEED 32V2 i-DRIVE W/ APEX GEARBOX",KIT,24216849-758186,ATS CORPORATION,8991873,FSD1,"AR Sortable FC - Sioux Falls, SD",NAMERICA,6/29/26 0:00,6/29/26 0:00,,10/30/26 0:00,10/5/26 0:00,01 HIGH,98,2575,USD,Goods,A,A,,,sent_via_email,EAM,FSD1 Nordica North Offsite,issued,63,0,1,0,1,0,1,0,2575
NA,2D,2D-21869614,1,72902,"KIT,MOTOR ASSY,HIGH SPEED 32V2 i-DRIVE W/ APEX GEARBOX",KIT,24216849-758186,ATS CORPORATION,8991873,DAB2,"AR Sortable FC - Daytona Beach, FL",NAMERICA,7/2/26 0:00,7/2/26 0:00,,11/5/26 0:00,10/8/26 0:00,02 MED,98,2575,USD,Goods,A,A,,,sent_via_email,EAM,"DAB2 Sortable FC (Daytona, FL, US)",issued,63,0,1,0,1,3,2,1,2575
NA,2D,2D-21874669,1,72902,"KIT,MOTOR ASSY,HIGH SPEED 32V2 i-DRIVE W/ APEX GEARBOX",KIT,24216849-758186,ATS CORPORATION,8991873,ORH3,"AR Sortable FC - Charlton, MA",NAMERICA,7/2/26 0:00,7/2/26 0:00,,11/2/26 0:00,10/8/26 0:00,02 MED,98,2575,USD,Goods,A,A,,,sent_via_email,EAM,"ORH3 Sortable FC (Charlton, MA, US)",issued,63,0,1,0,1,1,2,1,2575
NA,2D,2D-22003220,2,72902,"KIT,MOTOR ASSY,HIGH SPEED 32V2 i-DRIVE W/ APEX GEARBOX",KIT,24216849-758186,ATS CORPORATION,8991873,TYS1,"AR Sortable FC - Rockford, TN",NAMERICA,7/15/26 0:00,7/15/26 0:00,,11/16/26 0:00,10/21/26 0:00,02 MED,98,2575,USD,Goods,A,A,,,sent_via_email,EAM,"TYS1 FC Sortable (Rockford, TN)",issued,63,0,1,0,1,0,1,0,2575
NA,2D,2D-22013437,1,72902,"KIT,MOTOR ASSY,HIGH SPEED 32V2 i-DRIVE W/ APEX GEARBOX",KIT,24216849-758186,ATS CORPORATION,8991873,DAB2,"AR Sortable FC - Daytona Beach, FL",NAMERICA,7/16/26 0:00,7/16/26 0:00,,11/19/26 0:00,10/22/26 0:00,02 MED,98,2575,USD,Goods,A,A,,,sent_via_email,EAM,"DAB2 Sortable FC (Daytona, FL, US)",issued,63,0,1,0,1,3,2,1,2575
NA,2D,2D-22140174,1,72902,"KIT,MOTOR ASSY,HIGH SPEED 32V2 i-DRIVE W/ APEX GEARBOX",KIT,24216849-758186,ATS CORPORATION,8991873,ELP1,"AR Sortable FC - El Paso, TX",NAMERICA,7/28/26 0:00,7/28/26 0:00,,11/3/26 0:00,11/3/26 0:00,01 HIGH,98,2575,USD,Goods,A,A,,,sent_via_email,EAM,ELP1 Offsite Lindenmeyr Munroe,issued,63,0,1,0,1,1,2,1,2575
NA,5Z,5Z-22125169,1,49345,ZEBRA AIT PART KIT PRINTHEAD 300 DPI ZE521 RH & LH,PRINTER,8754978-317421,BARCODESINC,P1112750-013,YXU1,"AR Sortable FC - St. Thomas, ON",NAMERICA,7/27/26 0:00,7/27/26 0:00,,8/14/26 0:00,9/25/26 0:00,01 HIGH,60,417.75,USD,Goods,A,A,,,sent_via_email,EAM,YXU1 Offsite (5Z-Order),issued,60,0,6,0,6,7,13,7,2506.5
NA,2D,2D-21748023,1,3022970,CUTTING KNIFE ASSEMBLY,ASSEMBLY,24216849-758186,ATS CORPORATION,10186289,SBD6,"AR Sortable FC - Ontario, CA",NAMERICA,6/22/26 0:00,6/22/26 0:00,,10/5/26 0:00,8/24/26 0:00,01 HIGH,63,1225,USD,Goods,A,A,,,sent_via_email,EAM,SBD6 Offsite UPS Store,issued,63,0,2,0,2,1,6,4,2450
NA,2D,2D-21745453,6,3466258,LEFT VERTICAL SEAL BAR ASSY,HEATER,24216849-758186,ATS CORPORATION,126022550,SAV4,"AR Sortable FC - Pooler, GA",NAMERICA,6/22/26 0:00,6/22/26 0:00,,10/3/26 0:00,8/24/26 0:00,01 HIGH,63,2423.94,USD,Goods,A,A,,,sent_via_email,EAM,"SAV4 FC Sortable (Pent Wentworth, GA)",issued,63,0,1,0,1,1,2,1,2423.94
NA,2D,2D-21745453,5,3466243,LEFT HORIZONTAL SEAL BAR ASSY,HEATER,24216849-758186,ATS CORPORATION,126022658,SAV4,"AR Sortable FC - Pooler, GA",NAMERICA,6/22/26 0:00,6/22/26 0:00,,10/3/26 0:00,8/24/26 0:00,01 HIGH,63,2014,USD,Goods,A,A,,,sent_via_email,EAM,"SAV4 FC Sortable (Pent Wentworth, GA)",issued,63,0,1,0,1,1,2,1,2014
NA,2D,2D-21787761,5,3466243,LEFT HORIZONTAL SEAL BAR ASSY,HEATER,24216849-758186,ATS CORPORATION,126022658,BOS3,"AR Sortable FC - North Andover, MA",NAMERICA,6/25/26 0:00,6/25/26 0:00,,10/3/26 0:00,8/27/26 0:00,01 HIGH,63,2014,USD,Goods,A,A,,,sent_via_email,EAM,"BOS3 Offsite Lindenmeyr Munroe (Londonderry, NH)",issued,63,0,1,0,1,1,2,1,2014
INTL,41,41-22030208,2,72902,"KIT,MOTOR ASSY,HIGH SPEED 32V2 i-DRIVE W/ APEX GEARBOX",KIT,28177078-1085542,ATS CORPORATION,8991873,EMA2,"AR Sortable FC - Mansfield, UK",EUROPE,7/17/26 0:00,7/17/26 0:00,,9/25/26 0:00,9/18/26 0:00,01 HIGH,63,1897.8,GBP,Goods,A,A,,,sent_via_email,EAM,"EMA2 FC Placeholder (Mansfield, UK)",issued,63,0,1,0,1,0,1,0,1897.8
INTL,41,41-22029292,3,3022970,CUTTING KNIFE ASSEMBLY,ASSEMBLY,105531769-1220576,ATS AUTOMATION SOLUTIONS LIMITED,10186289,NCL1,AR Sortable 550 465k sqft G+3 Gen10,EUROPE,7/17/26 0:00,7/17/26 0:00,,11/4/26 0:00,10/9/26 0:00,01 HIGH,84,931,GBP,Goods,A,A,,,sent_via_email,EAM,"NCL1 (41) FC via Stiller Warehousing & Distribution, UK",issued,84,0,2,0,2,4,6,3,1862
NA,2D,2D-21659231,1,1071516,"BELT, Replacement, 3200 Series Belted End Drive Cleated CONV. with V-guide",BELT,24216849-758186,ATS CORPORATION,7607702,OXR1,"AR Sortable FC - Oxnard, CA",NAMERICA,6/14/26 0:00,6/14/26 0:00,,7/13/26 0:00,8/23/26 0:00,02 MED,70,925,USD,Goods,A,A,,,sent_via_email,EAM,OXR1 Offsite The UPS Store,issued,70,0,2,0,2,1,3,1,1850
NA,2D,2D-21787761,3,3466138,"VERTICAL VPL SERIES, FRAME SIZE 100MM, T WINDING, RATED SPEED 7200-80",MOTOR,24216849-758186,ATS CORPORATION,10165067,BOS3,"AR Sortable FC - North Andover, MA",NAMERICA,6/25/26 0:00,6/25/26 0:00,,10/3/26 0:00,8/13/26 0:00,01 HIGH,49,1825,USD,Goods,A,A,,,sent_via_email,EAM,"BOS3 Offsite Lindenmeyr Munroe (Londonderry, NH)",issued,49,0,1,0,1,0,2,1,1825
NA,2D,2D-21951088,9,3464199,FU-53 TZ (5000),SENSOR,24216849-758186,ATS CORPORATION,6428711,MQY1,"AR Sortable FC - Mt. Juliet, TN",NAMERICA,7/9/26 0:00,7/9/26 0:00,,10/1/26 0:00,8/6/26 0:00,02 MED,28,429,USD,Goods,A,A,,,sent_via_email,EAM,"MQY1 FC (Mt. Juliet, TN)",issued,28,0,4,0,4,0,5,2,1716
NA,2D,2D-22127776,1,49345,ZEBRA AIT PART KIT PRINTHEAD 300 DPI ZE521 RH & LH,PRINTER,8754978-12398,BARCODESINC,P1112750-013,SAN3,"AR Sortable FC - San Diego, CA",NAMERICA,7/27/26 0:00,7/27/26 0:00,,8/15/26 0:00,8/10/26 0:00,01 HIGH,14,417.75,USD,Goods,A,A,,,sent_via_cxml,EAM,SAN3 Non Inventory Offsite c/o Iron Mountain,issued,14,0,4,0,4,0,4,2,1671
NA,2D,2D-22137812,1,49345,ZEBRA AIT PART KIT PRINTHEAD 300 DPI ZE521 RH & LH,PRINTER,8754978-12398,BARCODESINC,P1112750-013,DET6,"AR Sortable FC - Detroit, MI",NAMERICA,7/28/26 0:00,7/28/26 0:00,,8/10/26 0:00,8/11/26 0:00,01 HIGH,14,417.75,USD,Goods,A,A,,,sent_via_cxml,EAM,DET6 AMZL Offsite,issued,14,0,4,0,4,0,4,1,1671
NA,2D,2D-22148316,1,3022943,"HORIZONTAL REAR, POWERSONIC MATED M12 + LBO3K",ASSEMBLY,24216849-758186,ATS CORPORATION,10306177,HOU6,"AR Sortable FC - Richmond , TX",NAMERICA,7/29/26 0:00,7/29/26 0:00,,12/2/26 0:00,12/2/26 0:00,01 HIGH,126,1645,USD,Goods,A,A,,,sent_via_email,EAM,HOU6 Shorr Non-Inventory Offsite,issued,126,0,1,0,1,0,2,1,1645
NA,2D,2D-21648407,1,3022982,LEFT ISOLATOR PLATE,PLATE,24216849-758186,ATS CORPORATION,700600362,ORH3,"AR Sortable FC - Charlton, MA",NAMERICA,6/12/26 0:00,6/12/26 0:00,,8/19/26 0:00,8/14/26 0:00,01 HIGH,63,802.94,USD,Goods,A,A,,,sent_via_email,EAM,"ORH3 Sortable FC (Charlton, MA, US)",issued,63,0,2,0,2,5,8,6,1605.88
NA,2D,2D-21704994,1,3022982,LEFT ISOLATOR PLATE,PLATE,24216849-758186,ATS CORPORATION,700600362,SHV1,"AR Sortable FC - Shreveport, LA",NAMERICA,6/17/26 0:00,6/17/26 0:00,,8/10/26 0:00,8/19/26 0:00,01 HIGH,63,802.94,USD,Goods,A,A,,,sent_via_email,EAM,SHV1 OFFSITE,issued,63,0,2,0,2,1,5,3,1605.88
NA,2D,2D-21791990,1,3022982,LEFT ISOLATOR PLATE,PLATE,24216849-758186,ATS CORPORATION,700600362,SHV1,"AR Sortable FC - Shreveport, LA",NAMERICA,6/25/26 0:00,6/25/26 0:00,,8/26/26 0:00,8/27/26 0:00,01 HIGH,63,802.94,USD,Goods,A,A,,,sent_via_email,EAM,SHV1 OFFSITE,issued,63,0,2,0,2,1,5,3,1605.88
NA,2D,2D-21992128,1,3022982,LEFT ISOLATOR PLATE,PLATE,24216849-758186,ATS CORPORATION,700600362,DEN4,"AR Sortable FC - Colorado Springs, CO",NAMERICA,7/14/26 0:00,7/14/26 0:00,,9/15/26 0:00,9/15/26 0:00,01 HIGH,63,802.94,USD,Goods,A,A,,,sent_via_email,EAM,"DEN4 FC (Colorado Springs, CO)",issued,63,0,2,0,2,2,4,2,1605.88
NA,2D,2D-22151495,1,3022982,LEFT ISOLATOR PLATE,PLATE,24216849-758186,ATS CORPORATION,700600362,LUK2,"AR Sortable FC - Union, OH",NAMERICA,7/29/26 0:00,7/29/26 0:00,,9/30/26 0:00,9/30/26 0:00,01 HIGH,63,802.94,USD,Goods,A,A,,,sent_via_email,EAM,LUK2 Offsite,issued,63,0,2,0,2,2,4,2,1605.88
NA,2D,2D-21843723,1,3466127,DMR-374X SMARTPAC,CAMERA,24216849-758186,ATS CORPORATION,10247289,PDX8,"AR Sortable FC - Woodburn, OR",NAMERICA,6/30/26 0:00,6/30/26 0:00,,8/13/26 0:00,7/14/26 0:00,01 HIGH,14,1599.36,USD,Goods,A,A,,,sent_via_email,EAM,"PDX8 Sortable FC (Woodburn, OR, US)",issued,14,17,1,0,1,1,2,1,1599.36
NA,2D,2D-21899740,1,3466127,DMR-374X SMARTPAC,CAMERA,24216849-758186,ATS CORPORATION,10247289,IGQ1,"AR Sortable FC - Markham , IL",NAMERICA,7/6/26 0:00,7/6/26 0:00,,8/16/26 0:00,7/20/26 0:00,01 HIGH,14,1599.36,USD,Goods,A,A,,,sent_via_email,EAM,IGQ1 Offsite UGI Global,issued,14,11,1,0,1,1,2,1,1599.36
NA,2D,2D-21255099,1,3022943,"HORIZONTAL REAR, POWERSONIC MATED M12 + LBO3K",ASSEMBLY,24216849-758186,ATS CORPORATION,10306177,SHV1,"AR Sortable FC - Shreveport, LA",NAMERICA,5/7/26 0:00,5/7/26 0:00,,5/29/26 0:00,9/10/26 0:00,01 HIGH,126,1550,USD,Goods,A,A,,,sent_via_email,EAM,SHV1 OFFSITE,issued,126,0,1,0,1,4,3,2,1550
NA,2D,2D-21255099,2,3022950,"HORIZONTAL FRONT, POWERSONIC MATED M12 + LBO3K",ASSEMBLY,24216849-758186,ATS CORPORATION,10306173,SHV1,"AR Sortable FC - Shreveport, LA",NAMERICA,5/7/26 0:00,5/7/26 0:00,,5/29/26 0:00,9/10/26 0:00,01 HIGH,126,1550,USD,Goods,A,A,,,sent_via_email,EAM,SHV1 OFFSITE,issued,126,0,1,0,1,4,3,2,1550
NA,2D,2D-21307957,1,3022943,"HORIZONTAL REAR, POWERSONIC MATED M12 + LBO3K",ASSEMBLY,24216849-758186,ATS CORPORATION,10306177,SYR1,"AR Sortable FC - Clay, NY",NAMERICA,5/12/26 0:00,5/12/26 0:00,,7/20/26 0:00,9/15/26 0:00,01 HIGH,126,1550,USD,Goods,A,A,,,sent_via_email,EAM,"SYR1 Sortable FC AR (Clay, NY)",issued,126,0,1,0,1,0,1,0,1550
NA,2D,2D-21307959,1,3022950,"HORIZONTAL FRONT, POWERSONIC MATED M12 + LBO3K",ASSEMBLY,24216849-758186,ATS CORPORATION,10306173,SYR1,"AR Sortable FC - Clay, NY",NAMERICA,5/12/26 0:00,5/12/26 0:00,,7/20/26 0:00,9/15/26 0:00,01 HIGH,126,1550,USD,Goods,A,A,,,sent_via_email,EAM,"SYR1 Sortable FC AR (Clay, NY)",issued,126,0,1,0,1,0,1,0,1550
NA,2D,2D-21712072,1,3022978,LIDAR SENSOR,SENSOR,24216849-758186,ATS CORPORATION,10304077,RIC4,"AR Sortable FC - Richmond, VA",NAMERICA,6/18/26 0:00,6/18/26 0:00,,8/31/26 0:00,8/27/26 0:00,01 HIGH,70,1550,USD,Goods,A,A,,,sent_via_email,EAM,RIC4 Offsite Fastenal,issued,70,0,1,0,1,3,2,1,1550
NA,2D,2D-21745226,1,3022978,LIDAR SENSOR,SENSOR,24216849-758186,ATS CORPORATION,10304077,RIC4,"AR Sortable FC - Richmond, VA",NAMERICA,6/22/26 0:00,6/22/26 0:00,,9/21/26 0:00,8/31/26 0:00,01 HIGH,70,1550,USD,Goods,A,A,,,sent_via_email,EAM,RIC4 Offsite Fastenal,issued,70,0,1,0,1,3,2,1,1550
NA,2D,2D-21745453,3,3022978,LIDAR SENSOR,SENSOR,24216849-758186,ATS CORPORATION,10304077,SAV4,"AR Sortable FC - Pooler, GA",NAMERICA,6/22/26 0:00,6/22/26 0:00,,10/3/26 0:00,8/31/26 0:00,01 HIGH,70,1550,USD,Goods,A,A,,,sent_via_email,EAM,"SAV4 FC Sortable (Pent Wentworth, GA)",issued,70,0,1,0,1,0,2,1,1550
NA,2D,2D-21787761,2,3022978,LIDAR SENSOR,SENSOR,24216849-758186,ATS CORPORATION,10304077,BOS3,"AR Sortable FC - North Andover, MA",NAMERICA,6/25/26 0:00,6/25/26 0:00,,10/3/26 0:00,9/3/26 0:00,01 HIGH,70,1550,USD,Goods,A,A,,,sent_via_email,EAM,"BOS3 Offsite Lindenmeyr Munroe (Londonderry, NH)",issued,70,0,1,0,1,0,2,1,1550
NA,2D,2D-21815508,1,3022978,LIDAR SENSOR,SENSOR,24216849-758186,ATS CORPORATION,10304077,ABQ1,"AR Sortable FC - Albuquerque, NM",NAMERICA,6/26/26 0:00,6/26/26 0:00,,9/28/26 0:00,9/4/26 0:00,01 HIGH,70,1550,USD,Goods,A,A,,,sent_via_email,EAM,"ABQ1 FC (Albuquerque, NM)",issued,70,0,1,0,1,1,2,1,1550
NA,2D,2D-21912417,1,3022978,LIDAR SENSOR,SENSOR,24216849-758186,ATS CORPORATION,10304077,SAT3,"AR Sortable FC - San Antonio, TX",NAMERICA,7/7/26 0:00,7/7/26 0:00,,10/6/26 0:00,9/15/26 0:00,01 HIGH,70,1550,USD,Goods,A,A,,,sent_via_email,EAM,SAT3 Offsite Fastenal,issued,70,0,1,0,1,0,2,1,1550
NA,2D,2D-21927540,2,3022978,LIDAR SENSOR,SENSOR,24216849-758186,ATS CORPORATION,10304077,SAT3,"AR Sortable FC - San Antonio, TX",NAMERICA,7/8/26 0:00,7/8/26 0:00,,10/10/26 0:00,9/16/26 0:00,01 HIGH,70,1550,USD,Goods,A,A,,,sent_via_email,EAM,SAT3 Offsite Fastenal,issued,70,0,1,0,1,0,2,1,1550
NA,2D,2D-21994613,2,3022978,LIDAR SENSOR,SENSOR,24216849-758186,ATS CORPORATION,10304077,ELP1,"AR Sortable FC - El Paso, TX",NAMERICA,7/14/26 0:00,7/14/26 0:00,,9/22/26 0:00,9/22/26 0:00,02 MED,70,1550,USD,Goods,A,A,,,sent_via_email,EAM,ELP1 Offsite Lindenmeyr Munroe,issued,70,0,1,0,1,1,2,1,1550
NA,2D,2D-22061636,1,3022978,LIDAR SENSOR,SENSOR,24216849-758186,ATS CORPORATION,10304077,SYR1,"AR Sortable FC - Clay, NY",NAMERICA,7/21/26 0:00,7/21/26 0:00,,10/24/26 0:00,9/29/26 0:00,01 HIGH,70,1550,USD,Goods,A,A,,,sent_via_email,EAM,"SYR1 Sortable FC AR (Clay, NY)",issued,70,0,1,0,1,3,2,1,1550
NA,2D,2D-22111688,1,3022978,LIDAR SENSOR,SENSOR,24216849-758186,ATS CORPORATION,10304077,SAV4,"AR Sortable FC - Pooler, GA",NAMERICA,7/26/26 0:00,7/26/26 0:00,,10/29/26 0:00,10/4/26 0:00,01 HIGH,70,1550,USD,Goods,A,A,,,sent_via_email,EAM,"SAV4 FC Sortable (Pent Wentworth, GA)",issued,70,0,1,0,1,0,2,1,1550
