Region,Ship To Company Code,Order Number,Line Number,APN,APN Description,APN Category,Supplier ID,Supplier Name,Supplier Catalog Part Number,Site,Site Description,Site Location,Order Date,Approval Date,Receipt Date,Due Date,Due Date Based On Lead Time,Criticality,Lead Time Final,Unit Price,Currency,Goods Or Services,Order Status,Line Status,Coupa PO Error Detail,Coupa Integration Status,Coupa Transmission Status,Req Created By ,Ship To Address,Status,Supplier Lead Time,Past Due Days,Ordered Qty,Received Qty,Remaining Qty,OH Qty,Max Qty,Min Qty,Outstanding Amount
INTL,F8,F8-21997534,2,3022982,LEFT ISOLATOR PLATE,PLATE,105530158-1222756,ATS AUTOMATION TOOLING SYSTEMS GMBH,700600362,MXP6,AR Sortable 450 465k sqft G+3 Gen10,EUROPE,7/15/26 0:00,7/15/26 0:00,,9/4/26 0:00,9/23/26 0:00,01 HIGH,70,703.15,EUR,Goods,A,A,,,sent_via_email,EAM,"MXP6 XPO (F8) FC San Pietro Mosezzo, Novara, IT",issued,70,0,1,0,1,0,1,0,703.15
INTL,R5,R5-22025316,1,3022982,LEFT ISOLATOR PLATE,PLATE,105530158-1243146,ATS AUTOMATION TOOLING SYSTEMS GMBH,700600362,POZ2,AR Sortable 450 465k sqft G+3 Gen10,EUROPE,7/17/26 0:00,7/17/26 0:00,,9/21/26 0:00,9/11/26 0:00,01 HIGH,56,703.15,EUR,Goods,A,A,,,sent_via_email,EAM,"POZ2 FC Non Inventory (Chociule, Poland)",issued,56,0,1,0,1,0,1,0,703.15
INTL,F8,F8-21997537,2,3022970,CUTTING KNIFE ASSEMBLY,ASSEMBLY,105530158-1222756,ATS AUTOMATION TOOLING SYSTEMS GMBH,10186289,MXP6,AR Sortable 450 465k sqft G+3 Gen10,EUROPE,7/15/26 0:00,7/15/26 0:00,,9/25/26 0:00,10/31/26 0:00,01 HIGH,108,702.68,EUR,Goods,A,A,,,sent_via_email,EAM,"MXP6 XPO (F8) FC San Pietro Mosezzo, Novara, IT",issued,108,0,1,0,1,2,4,3,702.68
NA,5Z,5Z-21310826,3,49346,"ZEBRA AIT PART KIT PLATEN, PINCH, & PEEL ROLLERS ZE521 RH & LH",PRINTER,25788798-777942,CTM LABELING SYSTEMS,ZEB-P1112750-040,YEG2,"AR Sortable FC - Acheson, AB",NAMERICA,5/12/26 0:00,5/12/26 0:00,,6/12/26 0:00,6/21/26 0:00,02 MED,40,338,USD,Goods,A,A,,,sent_via_email,EAM,YEG2 Offsite (5Z),issued,40,40,2,0,2,1,4,2,676
NA,2D,2D-19880487,2,49346,"ZEBRA AIT PART KIT PLATEN, PINCH, & PEEL ROLLERS ZE521 RH & LH",PRINTER,24216849-758186,ATS CORPORATION,ZEB-P1112750-040,ORF4,ORF4 - AR Sortable FC - Virginia Beach,NAMERICA,12/26/25 0:00,12/26/25 0:00,,7/15/26 0:00,1/3/26 0:00,02 MED,8,307,USD,,A,A,,,sent_via_email,EAM,ORF4 Offsite Richmond Express,issued,8,209,2,0,2,5,4,3,614
NA,2D,2D-19880487,2,49346,"ZEBRA AIT PART KIT PLATEN, PINCH, & PEEL ROLLERS ZE521 RH & LH",PRINTER,24216849-758186,ATS CORPORATION,ZEB-P1112750-040,ORF4,ORF4 - AR Sortable FC - Virginia Beach,NAMERICA,12/26/25 0:00,12/26/25 0:00,,7/15/26 0:00,1/3/26 0:00,02 MED,8,307,USD,Goods,A,A,,,sent_via_email,EAM,ORF4 Offsite Richmond Express,issued,8,209,2,0,2,5,4,3,614
NA,2D,2D-21784520,6,49346,"ZEBRA AIT PART KIT PLATEN, PINCH, & PEEL ROLLERS ZE521 RH & LH",PRINTER,24216849-758186,ATS CORPORATION,ZEB-P1112750-040,SYR1,"AR Sortable FC - Clay, NY",NAMERICA,6/24/26 0:00,6/24/26 0:00,,9/1/26 0:00,7/2/26 0:00,01 HIGH,8,307,USD,Goods,A,A,,,sent_via_email,EAM,"SYR1 Sortable FC AR (Clay, NY)",issued,8,29,2,0,2,1,3,1,614
NA,2D,2D-21728387,1,3361381,Fife DSE Series Sensor Cable Straight Connectors Digital signal cable from DSE sensors to controller 5 Meters (16 Feet) Long,CABLE,24216849-758186,ATS CORPORATION,10240027,PDX8,"AR Sortable FC - Woodburn, OR",NAMERICA,6/19/26 0:00,6/19/26 0:00,,7/15/26 0:00,7/17/26 0:00,01 HIGH,28,579.54,USD,Goods,A,A,,,sent_via_email,EAM,"PDX8 Sortable FC (Woodburn, OR, US)",issued,28,14,1,0,1,1,2,1,579.54
NA,2D,2D-21892322,3,3022969,VERTICAL CARTRIDGE HEATER,ASSEMBLY,24216849-758186,ATS CORPORATION,10221149,DAB2,"AR Sortable FC - Daytona Beach, FL",NAMERICA,7/5/26 0:00,7/5/26 0:00,,11/22/26 0:00,9/20/26 0:00,01 HIGH,77,529,USD,Goods,A,A,,,sent_via_email,EAM,"DAB2 Sortable FC (Daytona, FL, US)",issued,77,0,1,0,1,1,2,1,529
NA,2D,2D-21892322,3,3022969,VERTICAL CARTRIDGE HEATER,HEATER,24216849-758186,ATS CORPORATION,10221149,DAB2,"AR Sortable FC - Daytona Beach, FL",NAMERICA,7/5/26 0:00,7/5/26 0:00,,11/22/26 0:00,9/20/26 0:00,01 HIGH,77,529,USD,Goods,A,A,,,sent_via_email,EAM,"DAB2 Sortable FC (Daytona, FL, US)",issued,77,0,1,0,1,1,2,1,529
NA,2D,2D-21271619,1,3015435,HORIZONTAL CARTRIDGE HEATER,HEATER,24216849-758186,ATS CORPORATION,10186299,TPA4,"AR Sortable FC - Temple Terrace, FL",NAMERICA,5/8/26 0:00,5/8/26 0:00,,7/22/26 0:00,7/24/26 0:00,02 MED,77,499,USD,Goods,A,A,,,sent_via_email,EAM,"TPA4 Sortable FC ARS (Temple Terrace, FL)",issued,77,7,1,0,1,2,2,1,499
NA,2D,2D-21423792,1,3015435,HORIZONTAL CARTRIDGE HEATER,HEATER,24216849-758186,ATS CORPORATION,10186299,ORH3,"AR Sortable FC - Charlton, MA",NAMERICA,5/21/26 0:00,5/21/26 0:00,,7/1/26 0:00,8/6/26 0:00,01 HIGH,77,499,USD,Goods,A,A,,,sent_via_email,EAM,"ORH3 Sortable FC (Charlton, MA, US)",issued,77,0,1,0,1,1,2,1,499
NA,2D,2D-21648324,1,3015435,HORIZONTAL CARTRIDGE HEATER,HEATER,24216849-758186,ATS CORPORATION,10186299,PVD2,"AR Sortable FC - Johnston, RI",NAMERICA,6/12/26 0:00,6/12/26 0:00,,8/15/26 0:00,8/28/26 0:00,01 HIGH,77,499,USD,Goods,A,A,,,sent_via_email,EAM,PVD2 Offsite Rhody Transportation & Warehousing,issued,77,0,1,0,1,1,2,1,499
NA,2D,2D-21785316,1,3015435,HORIZONTAL CARTRIDGE HEATER,HEATER,24216849-758186,ATS CORPORATION,10186299,ORD5,"AR Sortable FC - Matteson, IL",NAMERICA,6/24/26 0:00,6/24/26 0:00,,8/28/26 0:00,9/9/26 0:00,01 HIGH,77,499,USD,Goods,A,A,,,sent_via_email,EAM,"ORD5 Sortable FC (Matteson, IL)",issued,77,0,1,0,1,1,2,1,499
NA,2D,2D-20864815,1,10043,"PLC, CONTROLLER,PROGRAMMABLE:2-1/2 INHT,3-1/2 INWD,1-1/2 INDP,24 V DCVOLT,2.6 MACURRE",PLC,12278686-11857,CTM LABELING SYSTEMS,MP-PLC1046,OMA2,"AR Sortable FC - Omaha, NE",NAMERICA,4/1/26 0:00,4/1/26 0:00,,4/27/26 0:00,5/3/26 0:00,02 MED,32,478.5,USD,Goods,A,A,,,sent_via_email,EAM,OMA2 Offsite Veritiv Omaha,issued,32,89,1,0,1,1,1,0,478.5
NA,2D,2D-21800513,1,10043,"PLC, CONTROLLER,PROGRAMMABLE:2-1/2 INHT,3-1/2 INWD,1-1/2 INDP,24 V DCVOLT,2.6 MACURRE",PLC,17048148-83423,CTM LABELING SYSTEMS,MP-PLC1046,MLI1,"AR Sortable FC - Davenport, IA",NAMERICA,6/25/26 0:00,6/25/26 0:00,,7/16/26 0:00,7/2/26 0:00,02 MED,7,478.5,USD,Goods,A,A,,,sent_via_email,EAM,MLI1 Maher Offsite,issued,7,29,1,0,1,0,1,0,478.5
NA,2D,2D-21945920,1,3022934,SHOCK ABSORBERS,SPRING,24216849-758186,ATS CORPORATION,2846384,TLH2,"AR Sortable FC - Tallahassee, FL",NAMERICA,7/9/26 0:00,7/9/26 0:00,,9/10/26 0:00,8/20/26 0:00,01 HIGH,42,45,USD,Goods,A,A,,,sent_via_email,EAM,"TLH2 Sortable FC (Tallahassee, FL, US)",issued,42,0,10,0,10,9,10,3,450
NA,5Z,5Z-21905433,1,1061778,PHOTO SENSOR M12 4P LIGHT-ON 24VDC PNP NPN BACKGROUND SUPPRESSION,SENSOR,28177078-800256,ATS CORPORATION,5444137,YXU1,"AR Sortable FC - St. Thomas, ON",NAMERICA,7/6/26 0:00,7/6/26 0:00,,7/31/26 0:00,8/17/26 0:00,01 HIGH,42,219,USD,Goods,A,A,,,sent_via_email,EAM,YXU1 Offsite (5Z-Order),issued,35,0,2,0,2,0,2,0,438
NA,5Z,5Z-21905433,1,1061778,Photo sensor M12 4p light-on 24Vdc pnp npn background suppression,SENSOR,28177078-800256,ATS CORPORATION,5444137,YXU1,"AR Sortable FC - St. Thomas, ON",NAMERICA,7/6/26 0:00,7/6/26 0:00,,7/31/26 0:00,8/17/26 0:00,01 HIGH,42,219,USD,Goods,A,A,,,sent_via_email,EAM,YXU1 Offsite (5Z-Order),issued,35,0,2,0,2,0,2,0,438
NA,2D,2D-21710974,1,3464199,FU-53 TZ (5000),SENSOR,24216849-758186,ATS CORPORATION,6428711,ABQ1,"AR Sortable FC - Albuquerque, NM",NAMERICA,6/18/26 0:00,6/18/26 0:00,,7/1/26 0:00,7/16/26 0:00,02 MED,28,429,USD,Goods,A,A,,,sent_via_email,EAM,"ABQ1 FC (Albuquerque, NM)",issued,28,15,1,0,1,2,3,2,429
NA,2D,2D-21784520,4,3029778,"CABLE, NIP ROLLER MOTOR SERVO",CABLE,24216849-758186,ATS CORPORATION,5296533,SYR1,"AR Sortable FC - Clay, NY",NAMERICA,6/24/26 0:00,6/24/26 0:00,,9/1/26 0:00,8/26/26 0:00,01 HIGH,63,429,USD,Goods,A,A,,,sent_via_email,EAM,"SYR1 Sortable FC AR (Clay, NY)",issued,63,0,1,0,1,0,1,0,429
NA,2D,2D-21799664,5,3029778,"CABLE, NIP ROLLER MOTOR SERVO",CABLE,24216849-758186,ATS CORPORATION,5296533,SYR1,"AR Sortable FC - Clay, NY",NAMERICA,6/25/26 0:00,6/25/26 0:00,,9/26/26 0:00,8/27/26 0:00,01 HIGH,63,429,USD,Goods,A,A,,,sent_via_email,EAM,"SYR1 Sortable FC AR (Clay, NY)",issued,63,0,1,0,1,0,1,0,429
NA,2D,2D-21817553,1,3464199,FU-53 TZ (5000),SENSOR,24216849-758186,ATS CORPORATION,6428711,HOU6,"AR Sortable FC - Richmond , TX",NAMERICA,6/27/26 0:00,6/27/26 0:00,,7/20/26 0:00,7/25/26 0:00,01 HIGH,28,429,USD,Goods,A,A,,,sent_via_email,EAM,HOU6 Shorr Non-Inventory Offsite,issued,28,6,1,0,1,0,2,1,429
NA,2D,2D-21951088,6,3029778,"CABLE, NIP ROLLER MOTOR SERVO",CABLE,24216849-758186,ATS CORPORATION,5296533,MQY1,"AR Sortable FC - Mt. Juliet, TN",NAMERICA,7/9/26 0:00,7/9/26 0:00,,10/1/26 0:00,9/10/26 0:00,01 HIGH,63,429,USD,Goods,A,A,,,sent_via_email,EAM,"MQY1 FC (Mt. Juliet, TN)",issued,63,0,1,0,1,0,1,0,429
NA,2D,2D-22027963,1,3464199,FU-53 TZ (5000),SENSOR,24216849-758186,ATS CORPORATION,6428711,TYS1,"AR Sortable FC - Rockford, TN",NAMERICA,7/17/26 0:00,7/17/26 0:00,,8/14/26 0:00,8/14/26 0:00,01 HIGH,28,429,USD,Goods,A,A,,,sent_via_email,EAM,"TYS1 FC Sortable (Rockford, TN)",issued,28,0,1,0,1,1,2,1,429
NA,2D,2D-22031898,1,3464199,FU-53 TZ (5000),SENSOR,24216849-758186,ATS CORPORATION,6428711,MLI1,"AR Sortable FC - Davenport, IA",NAMERICA,7/17/26 0:00,7/17/26 0:00,,8/14/26 0:00,8/14/26 0:00,03 LOW,28,429,USD,Goods,A,A,,,sent_via_email,EAM,MLI1 Maher Offsite,issued,28,0,1,0,1,2,3,2,429
NA,2D,2D-22042325,2,3029778,"CABLE, NIP ROLLER MOTOR SERVO",CABLE,24216849-758186,ATS CORPORATION,5296533,SAT3,"AR Sortable FC - San Antonio, TX",NAMERICA,7/20/26 0:00,7/20/26 0:00,,10/12/26 0:00,9/21/26 0:00,01 HIGH,63,429,USD,Goods,A,A,,,sent_via_email,EAM,SAT3 Offsite Fastenal,issued,63,0,1,0,1,0,1,0,429
NA,2D,2D-22051767,4,3029778,"CABLE, NIP ROLLER MOTOR SERVO",CABLE,24216849-758186,ATS CORPORATION,5296533,TPA4,"AR Sortable FC - Temple Terrace, FL",NAMERICA,7/20/26 0:00,7/20/26 0:00,,11/2/26 0:00,9/21/26 0:00,01 HIGH,63,429,USD,Goods,A,A,,,sent_via_email,EAM,"TPA4 Sortable FC ARS (Temple Terrace, FL)",issued,63,0,1,0,1,0,1,0,429
NA,2D,2D-22076338,1,49345,ZEBRA AIT PART KIT PRINTHEAD 300 DPI ZE521 RH & LH,PRINTER,8754978-12398,BARCODESINC,P1112750-013,BDL4,"AR Sortable FC - Windsor, CT",NAMERICA,7/22/26 0:00,7/22/26 0:00,,8/19/26 0:00,8/5/26 0:00,01 HIGH,14,417.75,USD,Goods,A,A,,,sent_via_cxml,EAM,BDL4 (2D) OFFSITE (NON INVENTORY),issued,14,0,1,0,1,0,1,0,417.75
NA,2D,2D-22104281,1,49345,ZEBRA AIT PART KIT PRINTHEAD 300 DPI ZE521 RH & LH,PRINTER,8754978-12398,BARCODESINC,P1112750-013,AUS2,"AR Sortable FC - Pflugerville, TX",NAMERICA,7/24/26 0:00,7/24/26 0:00,,8/15/26 0:00,8/7/26 0:00,01 HIGH,14,417.75,USD,Goods,A,A,,,sent_via_cxml,EAM,AUS2 (2D) Offsite Lindenmeyr Munroe,issued,14,0,1,0,1,0,2,1,417.75
NA,2D,2D-22111691,1,49345,ZEBRA AIT PART KIT PRINTHEAD 300 DPI ZE521 RH & LH,PRINTER,8754978-12398,BARCODESINC,P1112750-013,AUS2,"AR Sortable FC - Pflugerville, TX",NAMERICA,7/26/26 0:00,7/26/26 0:00,,8/22/26 0:00,8/9/26 0:00,01 HIGH,14,417.75,USD,Goods,A,A,,,sent_via_cxml,EAM,AUS2 (2D) Offsite Lindenmeyr Munroe,issued,14,0,1,0,1,0,2,1,417.75
NA,2D,2D-21593711,1,3037852,HORIZONTAL LEFT SEAL JAW CABLE ASSEMBLY,CABLE,24216849-758186,ATS CORPORATION,10323543,ORF4,ORF4 - AR Sortable FC - Virginia Beach,NAMERICA,6/8/26 0:00,6/8/26 0:00,,9/20/26 0:00,9/24/26 0:00,01 HIGH,108,399,USD,Goods,A,A,,,sent_via_email,EAM,ORF4 Offsite Richmond Express,issued,108,0,1,0,1,2,2,1,399
NA,2D,2D-21857450,1,3031139,RIGHT HORIZONTAL HEATER CABLE,CABLE,24216849-758186,ATS CORPORATION,10323535,IGQ1,"AR Sortable FC - Markham , IL",NAMERICA,7/1/26 0:00,7/1/26 0:00,,10/16/26 0:00,7/22/26 0:00,01 HIGH,21,399,USD,Goods,A,A,,,sent_via_email,EAM,IGQ1 Offsite UGI Global,issued,21,9,1,0,1,1,2,1,399
NA,2D,2D-21927504,1,3037848,VERTICAL LEFT SEAL JAW CABLE ASSEMBLY,CABLE,24216849-758186,ATS CORPORATION,10323546,SAT3,"AR Sortable FC - San Antonio, TX",NAMERICA,7/8/26 0:00,7/8/26 0:00,,10/23/26 0:00,10/24/26 0:00,01 HIGH,108,399,USD,Goods,A,A,,,sent_via_email,EAM,SAT3 Offsite Fastenal,issued,108,0,1,0,1,0,2,1,399
NA,2D,2D-21947083,1,3037848,VERTICAL LEFT SEAL JAW CABLE ASSEMBLY,CABLE,24216849-758186,ATS CORPORATION,10323546,BDL4,"AR Sortable FC - Windsor, CT",NAMERICA,7/9/26 0:00,7/9/26 0:00,,10/24/26 0:00,10/25/26 0:00,01 HIGH,108,399,USD,Goods,A,A,,,sent_via_email,EAM,BDL4 (2D) OFFSITE (NON INVENTORY),issued,108,0,1,0,1,1,2,1,399
NA,2D,2D-21947083,2,3037852,HORIZONTAL LEFT SEAL JAW CABLE ASSEMBLY,CABLE,24216849-758186,ATS CORPORATION,10323543,BDL4,"AR Sortable FC - Windsor, CT",NAMERICA,7/9/26 0:00,7/9/26 0:00,,10/24/26 0:00,10/25/26 0:00,01 HIGH,108,399,USD,Goods,A,A,,,sent_via_email,EAM,BDL4 (2D) OFFSITE (NON INVENTORY),issued,108,0,1,0,1,2,2,1,399
NA,2D,2D-21971436,1,3037848,VERTICAL LEFT SEAL JAW CABLE ASSEMBLY,CABLE,24216849-758186,ATS CORPORATION,10323546,SAT3,"AR Sortable FC - San Antonio, TX",NAMERICA,7/13/26 0:00,7/13/26 0:00,,10/27/26 0:00,10/29/26 0:00,01 HIGH,108,399,USD,Goods,A,A,,,sent_via_email,EAM,SAT3 Offsite Fastenal,issued,108,0,1,0,1,0,2,1,399
NA,2D,2D-21999817,2,3037848,VERTICAL LEFT SEAL JAW CABLE ASSEMBLY,CABLE,24216849-758186,ATS CORPORATION,10323546,DET6,"AR Sortable FC - Detroit, MI",NAMERICA,7/15/26 0:00,7/15/26 0:00,,7/27/26 0:00,10/31/26 0:00,01 HIGH,108,399,USD,Goods,A,A,,,sent_via_email,EAM,DET6 AMZL Offsite,issued,108,0,1,0,1,1,2,1,399
NA,2D,2D-22003220,1,3037848,VERTICAL LEFT SEAL JAW CABLE ASSEMBLY,CABLE,24216849-758186,ATS CORPORATION,10323546,TYS1,"AR Sortable FC - Rockford, TN",NAMERICA,7/15/26 0:00,7/15/26 0:00,,11/16/26 0:00,10/31/26 0:00,01 HIGH,108,399,USD,Goods,A,A,,,sent_via_email,EAM,"TYS1 FC Sortable (Rockford, TN)",issued,108,0,1,0,1,1,2,1,399
NA,2D,2D-22067261,1,3037848,VERTICAL LEFT SEAL JAW CABLE ASSEMBLY,CABLE,24216849-758186,ATS CORPORATION,10323546,PDX8,"AR Sortable FC - Woodburn, OR",NAMERICA,7/21/26 0:00,7/21/26 0:00,,11/5/26 0:00,11/6/26 0:00,01 HIGH,108,399,USD,Goods,A,A,,,sent_via_email,EAM,"PDX8 Sortable FC (Woodburn, OR, US)",issued,108,0,1,0,1,0,2,1,399
NA,2D,2D-22118522,3,3037848,VERTICAL LEFT SEAL JAW CABLE ASSEMBLY,CABLE,24216849-758186,ATS CORPORATION,10323546,DET6,"AR Sortable FC - Detroit, MI",NAMERICA,7/27/26 0:00,7/27/26 0:00,,11/30/26 0:00,11/12/26 0:00,01 HIGH,108,399,USD,Goods,A,A,,,sent_via_email,EAM,DET6 AMZL Offsite,issued,108,0,1,0,1,1,2,1,399
NA,2D,2D-22131540,2,3037848,VERTICAL LEFT SEAL JAW CABLE ASSEMBLY,CABLE,24216849-758186,ATS CORPORATION,10323546,ORF3,"AR Sortable FC - Suffolk, VA",NAMERICA,7/28/26 0:00,7/28/26 0:00,,11/12/26 0:00,11/13/26 0:00,01 HIGH,108,399,USD,Goods,A,A,,,sent_via_email,EAM,ORF3 Offsite Richmond Express,issued,108,0,1,0,1,1,2,1,399
NA,2D,2D-22146122,1,3037848,VERTICAL LEFT SEAL JAW CABLE ASSEMBLY,CABLE,24216849-758186,ATS CORPORATION,10323546,PDX8,"AR Sortable FC - Woodburn, OR",NAMERICA,7/29/26 0:00,7/29/26 0:00,,11/12/26 0:00,11/14/26 0:00,01 HIGH,108,399,USD,Goods,A,A,,,sent_via_email,EAM,"PDX8 Sortable FC (Woodburn, OR, US)",issued,108,0,1,0,1,0,2,1,399
NA,75,5Z-21712125,1,3037848,VERTICAL LEFT SEAL JAW CABLE ASSEMBLY,CABLE,28177078-800256,ATS CORPORATION,10323546,YYC4,"AR Sortable FC - Calgary, AB",NAMERICA,6/18/26 0:00,6/18/26 0:00,,6/26/26 0:00,10/4/26 0:00,01 HIGH,108,399,USD,Goods,A,A,,,sent_via_email,EAM,YYC4 (75) Offsite Service Master,issued,108,0,1,0,1,0,2,1,399
NA,75,5Z-22076694,1,3037848,VERTICAL LEFT SEAL JAW CABLE ASSEMBLY,CABLE,28177078-800256,ATS CORPORATION,10323546,YYC4,"AR Sortable FC - Calgary, AB",NAMERICA,7/22/26 0:00,7/22/26 0:00,,8/14/26 0:00,11/7/26 0:00,01 HIGH,108,399,USD,Goods,A,A,,,sent_via_email,EAM,YYC4 (75) Offsite Service Master,issued,108,0,1,0,1,0,2,1,399
NA,2D,2D-22144901,4,3022958,"DIVERT PLATE, TOP",PLATE,24216849-758186,ATS CORPORATION,700606406,ABQ1,"AR Sortable FC - Albuquerque, NM",NAMERICA,7/29/26 0:00,7/29/26 0:00,,11/5/26 0:00,9/30/26 0:00,01 HIGH,63,199,USD,Goods,A,A,,,sent_via_email,EAM,"ABQ1 FC (Albuquerque, NM)",issued,63,0,2,0,2,0,2,1,398
NA,2D,2D-22054094,1,3022934,SHOCK ABSORBERS,SPRING,24216849-758186,ATS CORPORATION,2846384,HOU6,"AR Sortable FC - Richmond , TX",NAMERICA,7/20/26 0:00,7/20/26 0:00,,11/23/26 0:00,8/31/26 0:00,01 HIGH,42,45,USD,Goods,A,A,,,sent_via_email,EAM,HOU6 Shorr Non-Inventory Offsite,issued,42,0,8,0,8,2,10,3,360
NA,2D,2D-22039876,2,49346,"ZEBRA AIT PART KIT PLATEN, PINCH, & PEEL ROLLERS ZE521 RH & LH",PRINTER,17048148-83423,CTM LABELING SYSTEMS,ZEB-P1112750-040,ABQ1,"AR Sortable FC - Albuquerque, NM",NAMERICA,7/20/26 0:00,7/20/26 0:00,,9/14/26 0:00,8/24/26 0:00,02 MED,35,358,USD,Goods,A,A,,,sent_via_email,EAM,"ABQ1 FC (Albuquerque, NM)",issued,35,0,1,0,1,1,2,1,358
NA,2D,2D-21435274,1,49346,"ZEBRA AIT PART KIT PLATEN, PINCH, & PEEL ROLLERS ZE521 RH & LH",PRINTER,17048148-83423,CTM LABELING SYSTEMS,ZEB-P1112750-040,TYS1,"AR Sortable FC - Rockford, TN",NAMERICA,5/22/26 0:00,5/22/26 0:00,,6/19/26 0:00,6/26/26 0:00,02 MED,35,344,USD,Goods,A,A,,,sent_via_email,EAM,"TYS1 FC Sortable (Rockford, TN)",issued,35,35,1,0,1,0,2,1,344
NA,2D,2D-21334250,3,3022940,VERTICAL JAW CABLE MANAGEMENT BACKING PLATE,PLATE,24216849-758186,ATS CORPORATION,700657121,SAV4,"AR Sortable FC - Pooler, GA",NAMERICA,5/14/26 0:00,5/14/26 0:00,,8/24/26 0:00,6/21/26 0:00,01 HIGH,38,85,USD,,A,A,,,sent_via_email,EAM,"SAV4 FC Sortable (Pent Wentworth, GA)",issued,38,40,4,0,4,2,6,2,340
NA,2D,2D-21334250,3,3022940,VERTICAL JAW CABLE MANAGEMENT BACKING PLATE,PLATE,24216849-758186,ATS CORPORATION,700657121,SAV4,"AR Sortable FC - Pooler, GA",NAMERICA,5/14/26 0:00,5/14/26 0:00,,8/24/26 0:00,6/21/26 0:00,01 HIGH,38,85,USD,Goods,A,A,,,sent_via_email,EAM,"SAV4 FC Sortable (Pent Wentworth, GA)",issued,38,40,4,0,4,2,6,2,340
NA,2D,2D-20431903,2,49346,"ZEBRA AIT PART KIT PLATEN, PINCH, & PEEL ROLLERS ZE521 RH & LH",PRINTER,17048148-83423,CTM LABELING SYSTEMS,ZEB-P1112750-040,BDL4,"AR Sortable FC - Windsor, CT",NAMERICA,2/19/26 0:00,2/19/26 0:00,,3/17/26 0:00,3/26/26 0:00,01 HIGH,35,338,USD,Goods,A,A,,,sent_via_email,EAM,BDL4 (2D) OFFSITE (NON INVENTORY),issued,35,127,1,0,1,1,0,0,338
NA,2D,2D-22068148,1,49346,"ZEBRA AIT PART KIT PLATEN, PINCH, & PEEL ROLLERS ZE521 RH & LH",PRINTER,8754978-12400,LEVATA US LLC,P1112750-040,IGQ1,"AR Sortable FC - Markham , IL",NAMERICA,7/21/26 0:00,7/21/26 0:00,,9/6/26 0:00,8/4/26 0:00,01 HIGH,14,337.93,USD,Goods,A,A,,,sent_via_email,EAM,IGQ1 Offsite UGI Global,issued,14,0,1,0,1,1,2,1,337.93
NA,2D,2D-21892322,6,3466134,"DEEP GROOVE, ID 15MM, OD 24MM, W 5MM, MAX 17000RPM",HARDWARE,24216849-758186,ATS CORPORATION,2717574,DAB2,"AR Sortable FC - Daytona Beach, FL",NAMERICA,7/5/26 0:00,7/5/26 0:00,,11/22/26 0:00,8/2/26 0:00,01 HIGH,28,15,USD,Goods,A,A,,,sent_via_email,EAM,"DAB2 Sortable FC (Daytona, FL, US)",issued,28,0,22,0,22,2,24,6,330
INTL,41,41-21480211,1,132054,DRIVE BELTS ZE500 EXTENDED LIFE R/B (12 mm),T-BELT,9837551-346609,WEBER PACKAGING SOLUTIONS,40061314,STN6,ARS650 547k sqft G+3 Gen10,EUROPE,5/28/26 0:00,5/28/26 0:00,,6/25/26 0:00,6/11/26 0:00,01 HIGH,14,64,EUR,Goods,A,A,,,sent_via_email,EAM,"STN6 (41) FC (Northampton, UK)",issued,14,50,5,0,5,2,5,3,320
INTL,41,41-21480211,1,132054,DRIVE_BELTS_ZE500_EXTENDED_LIFE_R/B_(12_MM),KIT,9837551-346609,WEBER PACKAGING SOLUTIONS,40061314,STN6,ARS650 547k sqft G+3 Gen10,EUROPE,5/28/26 0:00,5/28/26 0:00,,6/25/26 0:00,6/11/26 0:00,01 HIGH,14,64,EUR,Goods,A,A,,,sent_via_email,EAM,"STN6 (41) FC (Northampton, UK)",issued,14,50,5,0,5,2,5,3,320
NA,2D,2D-22065438,1,3022934,SHOCK ABSORBERS,SPRING,24216849-758186,ATS CORPORATION,2846384,ORH3,"AR Sortable FC - Charlton, MA",NAMERICA,7/21/26 0:00,7/21/26 0:00,,9/1/26 0:00,9/1/26 0:00,01 HIGH,42,45,USD,Goods,A,A,,,sent_via_email,EAM,"ORH3 Sortable FC (Charlton, MA, US)",issued,42,0,7,0,7,1,10,5,315
NA,2D,2D-20265667,1,49346,"ZEBRA AIT PART KIT PLATEN, PINCH, & PEEL ROLLERS ZE521 RH & LH",PRINTER,24216849-758186,ATS CORPORATION,ZEB-P1112750-040,ORF4,ORF4 - AR Sortable FC - Virginia Beach,NAMERICA,2/4/26 0:00,2/4/26 0:00,,6/30/26 0:00,2/12/26 0:00,02 MED,8,307,USD,Goods,A,A,,,sent_via_email,EAM,ORF4 Offsite Richmond Express,issued,8,169,1,0,1,5,4,3,307
NA,2D,2D-22077901,1,49346,"ZEBRA AIT PART KIT PLATEN, PINCH, & PEEL ROLLERS ZE521 RH & LH",PRINTER,24216849-758186,ATS CORPORATION,ZEB-P1112750-040,SCK6,"AR Sortable FC - Tracy, CA",NAMERICA,7/22/26 0:00,7/22/26 0:00,,7/22/26 0:00,7/30/26 0:00,01 HIGH,8,307,USD,Goods,A,A,,,sent_via_email,EAM,SCK6 OFFSITE NON-INVENTORY,issued,8,1,1,0,1,1,2,1,307
